Date,Station,Line,Direction,Hour,Additional_Trips,Passenger_Demand,Current_Trips,Capacity_Per_Trip
2024-09-04,Gayrettepe,M2,Hacıosman to Yenikapı,8,31,3651,6,100.0
2024-09-04,Gayrettepe,M2,Hacıosman to Yenikapı,9,16,2157,6,100.0
2024-09-04,Gayrettepe,M2,Hacıosman to Yenikapı,16,8,1630,9,100.0
2024-09-04,Gayrettepe,M2,Hacıosman to Yenikapı,17,19,2756,9,100.0
2024-09-04,Gayrettepe,M2,Hacıosman to Yenikapı,18,27,3554,9,100.0
2024-09-04,Gayrettepe,M2,Yenikapı to Hacıosman,7,13,1849,6,100.0
2024-09-04,Gayrettepe,M2,Yenikapı to Hacıosman,8,31,3651,6,100.0
2024-09-04,Gayrettepe,M2,Yenikapı to Hacıosman,9,16,2157,6,100.0
2024-09-04,Gayrettepe,M2,Yenikapı to Hacıosman,16,8,1630,9,100.0
2024-09-04,Gayrettepe,M2,Yenikapı to Hacıosman,17,19,2756,9,100.0
2024-09-04,Gayrettepe,M2,Yenikapı to Hacıosman,18,27,3554,9,100.0
2024-09-04,Kozyatağı,M4,Kadıköy to Tavşantepe,7,8,1329,6,100.0
2024-09-04,Kozyatağı,M4,Kadıköy to Tavşantepe,8,14,1868,5,100.0
2024-09-04,Kozyatağı,M4,Kadıköy to Tavşantepe,9,3,1014,8,100.0
2024-09-04,Kozyatağı,M4,Kadıköy to Tavşantepe,16,5,1273,8,100.0
2024-09-04,Kozyatağı,M4,Kadıköy to Tavşantepe,17,15,2292,8,100.0
2024-09-04,Kozyatağı,M4,Kadıköy to Tavşantepe,18,22,3035,9,100.0
2024-09-04,Kozyatağı,M4,Tavşantepe to Kadıköy,7,8,1329,6,100.0
2024-09-04,Kozyatağı,M4,Tavşantepe to Kadıköy,8,14,1868,5,100.0
2024-09-04,Kozyatağı,M4,Tavşantepe to Kadıköy,9,3,1014,8,100.0
2024-09-04,Kozyatağı,M4,Tavşantepe to Kadıköy,16,5,1273,8,100.0
2024-09-04,Kozyatağı,M4,Tavşantepe to Kadıköy,17,15,2292,8,100.0
2024-09-04,Kozyatağı,M4,Tavşantepe to Kadıköy,18,22,3035,9,100.0
2024-09-04,Kozyatağı,M8,Bostancı to Parseller,8,3,823,5,106.0
2024-09-04,Kozyatağı,M8,Bostancı to Parseller,17,5,1284,8,106.0
2024-09-04,Kozyatağı,M8,Bostancı to Parseller,18,8,1766,9,106.0
2024-09-04,Kozyatağı,M8,Parseller to Bostancı,8,3,823,5,106.0
2024-09-04,Kozyatağı,M8,Parseller to Bostancı,17,5,1284,8,106.0
2024-09-04,Kozyatağı,M8,Parseller to Bostancı,18,8,1766,9,106.0
2024-09-04,Levent,M2,Hacıosman to Yenikapı,7,12,3052,6,172.0
2024-09-04,Levent,M2,Hacıosman to Yenikapı,8,20,4418,6,172.0
2024-09-04,Levent,M2,Hacıosman to Yenikapı,9,10,2693,6,172.0
2024-09-04,Levent,M2,Hacıosman to Yenikapı,16,12,3460,9,172.0
2024-09-04,Levent,M2,Hacıosman to Yenikapı,17,27,6114,9,172.0
2024-09-04,Levent,M2,Hacıosman to Yenikapı,18,37,7804,9,172.0
2024-09-04,Levent,M2,Yenikapı to Hacıosman,7,25,3052,6,100.0
2024-09-04,Levent,M2,Yenikapı to Hacıosman,8,39,4418,6,100.0
2024-09-04,Levent,M2,Yenikapı to Hacıosman,9,21,2693,6,100.0
2024-09-04,Levent,M2,Yenikapı to Hacıosman,16,26,3460,9,100.0
2024-09-04,Levent,M2,Yenikapı to Hacıosman,17,53,6114,9,100.0
2024-09-04,Levent,M2,Yenikapı to Hacıosman,18,70,7804,9,100.0
2024-09-04,Mahmutbey,M3,Bakırköy Sahil to Kayaşehir Merkez,7,3,2852,6,340.0
2024-09-04,Mahmutbey,M3,Bakırköy Sahil to Kayaşehir Merkez,8,3,2440,5,340.0
2024-09-04,Mahmutbey,M3,Kayaşehir Merkez to Bakırköy Sahil,7,23,2852,6,100.0
2024-09-04,Mahmutbey,M3,Kayaşehir Merkez to Bakırköy Sahil,8,20,2440,5,100.0
2024-09-04,Mahmutbey,M3,Kayaşehir Merkez to Bakırköy Sahil,9,4,1159,8,100.0
2024-09-04,Mahmutbey,M3,Kayaşehir Merkez to Bakırköy Sahil,16,1,895,8,100.0
2024-09-04,Mahmutbey,M3,Kayaşehir Merkez to Bakırköy Sahil,17,6,1396,8,100.0
2024-09-04,Mahmutbey,M3,Kayaşehir Merkez to Bakırköy Sahil,18,14,2268,9,100.0
2024-09-04,Mahmutbey,M7,Mahmutbey to Yıldız,7,1,2235,6,340.0
2024-09-04,Mahmutbey,M7,Mahmutbey to Yıldız,8,2,2177,5,340.0
2024-09-04,Mahmutbey,M7,Mahmutbey to Yıldız,18,1,3078,9,340.0
2024-09-04,Mahmutbey,M7,Yıldız to Mahmutbey,7,1,2235,6,340.0
2024-09-04,Mahmutbey,M7,Yıldız to Mahmutbey,8,2,2177,5,340.0
2024-09-04,Mahmutbey,M7,Yıldız to Mahmutbey,18,1,3078,9,340.0
2024-09-04,Yenibosna,M9,Ataköy to Olimpiyat,7,5,1043,6,100.0
2024-09-04,Yenibosna,M9,Ataköy to Olimpiyat,8,9,1357,5,100.0
2024-09-04,Yenibosna,M9,Ataköy to Olimpiyat,18,1,990,9,100.0
2024-09-04,Yenibosna,M9,Olimpiyat to Ataköy,7,5,1043,6,100.0
2024-09-04,Yenibosna,M9,Olimpiyat to Ataköy,8,9,1357,5,100.0
2024-09-04,Yenibosna,M9,Olimpiyat to Ataköy,18,1,990,9,100.0
2024-09-04,Yenikapı,M2,Hacıosman to Yenikapı,7,4,5420,6,580.0
2024-09-04,Yenikapı,M2,Hacıosman to Yenikapı,8,10,8997,6,580.0
2024-09-04,Yenikapı,M2,Hacıosman to Yenikapı,9,4,5315,6,580.0
2024-09-04,Yenikapı,M2,Yenikapı to Hacıosman,7,4,5420,6,580.0
2024-09-04,Yenikapı,M2,Yenikapı to Hacıosman,8,10,8997,6,580.0
2024-09-04,Yenikapı,M2,Yenikapı to Hacıosman,9,4,5315,6,580.0
2024-09-04,İkitelli Sanayi,M3,Bakırköy Sahil to Kayaşehir Merkez,17,2,904,8,100.0
2024-09-04,İkitelli Sanayi,M3,Bakırköy Sahil to Kayaşehir Merkez,18,11,1952,9,100.0
2024-09-04,İkitelli Sanayi,M3,Kayaşehir Merkez to Bakırköy Sahil,17,2,904,8,100.0
2024-09-04,İkitelli Sanayi,M3,Kayaşehir Merkez to Bakırköy Sahil,18,11,1952,9,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Hacıosman to Yenikapı,7,40,4578,6,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Hacıosman to Yenikapı,8,72,7719,6,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Hacıosman to Yenikapı,9,42,4716,6,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Hacıosman to Yenikapı,16,25,3361,9,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Hacıosman to Yenikapı,17,35,4350,9,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Hacıosman to Yenikapı,18,45,5351,9,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Yenikapı to Hacıosman,7,40,4578,6,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Yenikapı to Hacıosman,8,72,7719,6,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Yenikapı to Hacıosman,9,42,4716,6,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Yenikapı to Hacıosman,16,25,3361,9,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Yenikapı to Hacıosman,17,35,4350,9,100.0
2024-09-04,Şişli-Mecidiyeköy,M2,Yenikapı to Hacıosman,18,45,5351,9,100.0
2024-09-04,Şişli-Mecidiyeköy,M7,Mahmutbey to Yıldız,16,1,2725,8,340.0
2024-09-04,Şişli-Mecidiyeköy,M7,Mahmutbey to Yıldız,17,7,5002,8,340.0
2024-09-04,Şişli-Mecidiyeköy,M7,Mahmutbey to Yıldız,18,12,7113,9,340.0
2024-09-04,Şişli-Mecidiyeköy,M7,Yıldız to Mahmutbey,16,1,2725,8,340.0
2024-09-04,Şişli-Mecidiyeköy,M7,Yıldız to Mahmutbey,17,7,5002,8,340.0
2024-09-04,Şişli-Mecidiyeköy,M7,Yıldız to Mahmutbey,18,12,7113,9,340.0
2024-09-05,Bostancı,M4,Kadıköy to Tavşantepe,7,5,1004,6,100.0
2024-09-05,Bostancı,M4,Kadıköy to Tavşantepe,8,8,1235,5,100.0
2024-09-05,Bostancı,M4,Kadıköy to Tavşantepe,17,3,1069,8,100.0
2024-09-05,Bostancı,M4,Kadıköy to Tavşantepe,18,5,1330,9,100.0
2024-09-05,Bostancı,M4,Tavşantepe to Kadıköy,7,5,1004,6,100.0
2024-09-05,Bostancı,M4,Tavşantepe to Kadıköy,8,8,1235,5,100.0
2024-09-05,Bostancı,M4,Tavşantepe to Kadıköy,17,3,1069,8,100.0
2024-09-05,Bostancı,M4,Tavşantepe to Kadıköy,18,5,1330,9,100.0
2024-09-05,Dudullu,M5,Samandıra Merkez to Üsküdar,7,4,993,6,100.0
2024-09-05,Dudullu,M5,Samandıra Merkez to Üsküdar,8,10,1461,5,100.0
2024-09-05,Dudullu,M5,Samandıra Merkez to Üsküdar,16,4,1118,8,100.0
2024-09-05,Dudullu,M5,Samandıra Merkez to Üsküdar,17,11,1877,8,100.0
2024-09-05,Dudullu,M5,Samandıra Merkez to Üsküdar,18,23,3184,9,100.0
2024-09-05,Dudullu,M5,Üsküdar to Samandıra Merkez,8,3,1461,5,199.9
2024-09-05,Dudullu,M5,Üsküdar to Samandıra Merkez,17,2,1877,8,199.9
2024-09-05,Dudullu,M5,Üsküdar to Samandıra Merkez,18,7,3184,9,199.9
2024-09-05,Dudullu,M8,Bostancı to Parseller,7,8,1503,6,111.1
2024-09-05,Dudullu,M8,Bostancı to Parseller,8,15,2195,5,111.1
2024-09-05,Dudullu,M8,Bostancı to Parseller,9,1,921,8,111.1
2024-09-05,Dudullu,M8,Bostancı to Parseller,17,1,933,8,111.1
2024-09-05,Dudullu,M8,Bostancı to Parseller,18,3,1329,9,111.1
2024-09-05,Dudullu,M8,Parseller to Bostancı,7,10,1503,6,100.0
2024-09-05,Dudullu,M8,Parseller to Bostancı,8,17,2195,5,100.0
2024-09-05,Dudullu,M8,Parseller to Bostancı,9,2,921,8,100.0
2024-09-05,Dudullu,M8,Parseller to Bostancı,17,2,933,8,100.0
2024-09-05,Dudullu,M8,Parseller to Bostancı,18,5,1329,9,100.0
2024-09-05,Gayrettepe,M2,Hacıosman to Yenikapı,7,12,1785,6,100.0
2024-09-05,Gayrettepe,M2,Hacıosman to Yenikapı,8,30,3543,6,100.0
2024-09-05,Gayrettepe,M2,Hacıosman to Yenikapı,9,15,2030,6,100.0
2024-09-05,Gayrettepe,M2,Hacıosman to Yenikapı,16,7,1574,9,100.0
2024-09-05,Gayrettepe,M2,Hacıosman to Yenikapı,17,20,2851,9,100.0
2024-09-05,Gayrettepe,M2,Hacıosman to Yenikapı,18,25,3393,9,100.0
