station_poi_desc_cd,line_name,transition_date,transition_hour,number_of_passenger
M7 YILDIZ,M7,2024-09-01,23,199
M7 YILDIZ,M7,2024-09-04,0,1
M7 YILDIZ,M7,2024-09-04,5,6
M7 YILDIZ,M7,2024-09-04,6,28
M7 YILDIZ,M7,2024-09-04,7,72
M7 YILDIZ,M7,2024-09-04,8,114
M7 YILDIZ,M7,2024-09-04,9,82
M7 YILDIZ,M7,2024-09-04,10,58
M7 YILDIZ,M7,2024-09-04,11,108
M7 YILDIZ,M7,2024-09-04,12,75
M7 YILDIZ,M7,2024-09-04,13,132
M7 YILDIZ,M7,2024-09-04,14,127
M7 YILDIZ,M7,2024-09-04,15,249
M7 YILDIZ,M7,2024-09-04,16,355
M7 YILDIZ,M7,2024-09-04,17,576
M7 YILDIZ,M7,2024-09-04,18,716
M7 YILDIZ,M7,2024-09-04,19,408
M7 YILDIZ,M7,2024-09-04,20,298
M7 YILDIZ,M7,2024-09-04,21,226
M7 YILDIZ,M7,2024-09-04,22,184
M7 YILDIZ,M7,2024-09-04,23,132
M7 YILDIZ,M7,2024-09-05,5,6
M7 YILDIZ,M7,2024-09-05,6,23
M7 YILDIZ,M7,2024-09-05,7,77
M7 YILDIZ,M7,2024-09-05,8,106
M7 YILDIZ,M7,2024-09-05,9,51
M7 YILDIZ,M7,2024-09-05,10,93
M7 YILDIZ,M7,2024-09-05,11,95
M7 YILDIZ,M7,2024-09-05,12,97
M7 YILDIZ,M7,2024-09-05,13,144
M7 YILDIZ,M7,2024-09-05,14,135
M7 YILDIZ,M7,2024-09-05,15,230
M7 YILDIZ,M7,2024-09-05,16,353
M7 YILDIZ,M7,2024-09-05,17,534
M7 YILDIZ,M7,2024-09-05,18,664
M7 YILDIZ,M7,2024-09-05,19,395
M7 YILDIZ,M7,2024-09-05,20,321
M7 YILDIZ,M7,2024-09-05,21,226
M7 YILDIZ,M7,2024-09-05,22,200
M7 YILDIZ,M7,2024-09-05,23,144
M7 YILDIZ,M7,2024-09-06,5,6
M7 YILDIZ,M7,2024-09-06,6,30
M7 YILDIZ,M7,2024-09-06,7,94
M7 YILDIZ,M7,2024-09-06,8,96
M7 YILDIZ,M7,2024-09-06,9,65
M7 YILDIZ,M7,2024-09-06,10,77
M7 YILDIZ,M7,2024-09-06,11,103
M7 YILDIZ,M7,2024-09-06,12,66
M7 YILDIZ,M7,2024-09-06,13,110
M7 YILDIZ,M7,2024-09-06,14,176
M7 YILDIZ,M7,2024-09-06,15,220
M7 YILDIZ,M7,2024-09-06,16,332
M7 YILDIZ,M7,2024-09-06,17,546
M7 YILDIZ,M7,2024-09-06,18,639
M7 YILDIZ,M7,2024-09-06,19,362
M7 YILDIZ,M7,2024-09-06,20,265
M7 YILDIZ,M7,2024-09-06,21,249
M7 YILDIZ,M7,2024-09-06,22,207
M7 YILDIZ,M7,2024-09-06,23,132
M7 YILDIZ,M7,2024-09-07,0,55
M7 YILDIZ,M7,2024-09-07,1,25
M7 YILDIZ,M7,2024-09-07,2,4
M7 YILDIZ,M7,2024-09-07,3,7
M7 YILDIZ,M7,2024-09-07,4,7
M7 YILDIZ,M7,2024-09-07,5,16
M7 YILDIZ,M7,2024-09-07,6,22
M7 YILDIZ,M7,2024-09-07,7,39
M7 YILDIZ,M7,2024-09-07,8,45
M7 YILDIZ,M7,2024-09-07,9,37
M7 YILDIZ,M7,2024-09-07,10,28
M7 YILDIZ,M7,2024-09-07,11,52
M7 YILDIZ,M7,2024-09-07,12,77
M7 YILDIZ,M7,2024-09-07,13,113
M7 YILDIZ,M7,2024-09-07,14,125
M7 YILDIZ,M7,2024-09-07,15,156
M7 YILDIZ,M7,2024-09-07,16,250
M7 YILDIZ,M7,2024-09-07,17,376
M7 YILDIZ,M7,2024-09-07,18,402
M7 YILDIZ,M7,2024-09-07,19,364
M7 YILDIZ,M7,2024-09-07,20,359
M7 YILDIZ,M7,2024-09-07,21,289
M7 YILDIZ,M7,2024-09-07,22,265
M7 YILDIZ,M7,2024-09-07,23,159
M7 YILDIZ,M7,2024-09-08,0,56
M7 YILDIZ,M7,2024-09-08,1,56
M7 YILDIZ,M7,2024-09-08,2,22
M7 YILDIZ,M7,2024-09-08,3,4
M7 YILDIZ,M7,2024-09-08,4,7
M7 YILDIZ,M7,2024-09-08,5,4
M7 YILDIZ,M7,2024-09-08,6,18
M7 YILDIZ,M7,2024-09-08,7,40
M7 YILDIZ,M7,2024-09-08,8,30
M7 YILDIZ,M7,2024-09-08,9,18
M7 YILDIZ,M7,2024-09-08,10,26
M7 YILDIZ,M7,2024-09-08,11,40
M7 YILDIZ,M7,2024-09-08,12,40
M7 YILDIZ,M7,2024-09-08,13,69
M7 YILDIZ,M7,2024-09-08,14,78
M7 YILDIZ,M7,2024-09-08,15,107
M7 YILDIZ,M7,2024-09-08,16,144
M7 YILDIZ,M7,2024-09-08,17,234
M7 YILDIZ,M7,2024-09-08,18,287
M7 YILDIZ,M7,2024-09-08,19,337
M7 YILDIZ,M7,2024-09-08,20,254
M7 YILDIZ,M7,2024-09-08,21,224
M7 YILDIZ,M7,2024-09-08,22,222
M7 YILDIZ,M7,2024-09-08,23,153
M7 YILDIZ,M7,2024-09-09,5,5
M7 YILDIZ,M7,2024-09-09,6,23
M7 YILDIZ,M7,2024-09-09,7,86
M7 YILDIZ,M7,2024-09-09,8,134
M7 YILDIZ,M7,2024-09-09,9,117
M7 YILDIZ,M7,2024-09-09,10,106
M7 YILDIZ,M7,2024-09-09,11,94
M7 YILDIZ,M7,2024-09-09,12,90
M7 YILDIZ,M7,2024-09-09,13,116
M7 YILDIZ,M7,2024-09-09,14,172
M7 YILDIZ,M7,2024-09-09,15,538
MODOKO KEYAP,M8,2024-09-01,5,1
MODOKO KEYAP,M8,2024-09-01,6,27
MODOKO KEYAP,M8,2024-09-01,7,37
MODOKO KEYAP,M8,2024-09-01,8,37
MODOKO KEYAP,M8,2024-09-01,9,36
MODOKO KEYAP,M8,2024-09-01,10,28
MODOKO KEYAP,M8,2024-09-01,11,26
MODOKO KEYAP,M8,2024-09-01,12,51
MODOKO KEYAP,M8,2024-09-01,13,46
MODOKO KEYAP,M8,2024-09-01,14,24
MODOKO KEYAP,M8,2024-09-01,15,38
MODOKO KEYAP,M8,2024-09-01,16,35
MODOKO KEYAP,M8,2024-09-01,17,55
MODOKO KEYAP,M8,2024-09-01,18,55
MODOKO KEYAP,M8,2024-09-01,19,69
MODOKO KEYAP,M8,2024-09-01,20,24
MODOKO KEYAP,M8,2024-09-01,21,7
MODOKO KEYAP,M8,2024-09-01,22,20
MODOKO KEYAP,M8,2024-09-01,23,1
MODOKO KEYAP,M8,2024-09-04,6,44
MODOKO KEYAP,M8,2024-09-04,7,148
MODOKO KEYAP,M8,2024-09-04,8,138
MODOKO KEYAP,M8,2024-09-04,9,73
MODOKO KEYAP,M8,2024-09-04,10,51
MODOKO KEYAP,M8,2024-09-04,11,51
MODOKO KEYAP,M8,2024-09-04,12,61
MODOKO KEYAP,M8,2024-09-04,13,78
MODOKO KEYAP,M8,2024-09-04,14,74
MODOKO KEYAP,M8,2024-09-04,15,83
MODOKO KEYAP,M8,2024-09-04,16,102
MODOKO KEYAP,M8,2024-09-04,17,196
MODOKO KEYAP,M8,2024-09-04,18,456
MODOKO KEYAP,M8,2024-09-04,19,213
MODOKO KEYAP,M8,2024-09-04,20,42
MODOKO KEYAP,M8,2024-09-04,21,23
MODOKO KEYAP,M8,2024-09-04,22,13
MODOKO KEYAP,M8,2024-09-04,23,1
MODOKO KEYAP,M8,2024-09-05,5,4
MODOKO KEYAP,M8,2024-09-05,6,42
MODOKO KEYAP,M8,2024-09-05,7,131
MODOKO KEYAP,M8,2024-09-05,8,157
MODOKO KEYAP,M8,2024-09-05,9,91
MODOKO KEYAP,M8,2024-09-05,10,54
MODOKO KEYAP,M8,2024-09-05,11,54
MODOKO KEYAP,M8,2024-09-05,12,62
MODOKO KEYAP,M8,2024-09-05,13,72
MODOKO KEYAP,M8,2024-09-05,14,83
MODOKO KEYAP,M8,2024-09-05,15,71
MODOKO KEYAP,M8,2024-09-05,16,98
MODOKO KEYAP,M8,2024-09-05,17,202
MODOKO KEYAP,M8,2024-09-05,18,446
MODOKO KEYAP,M8,2024-09-05,19,201
MODOKO KEYAP,M8,2024-09-05,20,37
MODOKO KEYAP,M8,2024-09-05,21,22
MODOKO KEYAP,M8,2024-09-05,22,12
MODOKO KEYAP,M8,2024-09-05,23,1
MODOKO KEYAP,M8,2024-09-06,5,4
MODOKO KEYAP,M8,2024-09-06,6,53
MODOKO KEYAP,M8,2024-09-06,7,138
MODOKO KEYAP,M8,2024-09-06,8,147
MODOKO KEYAP,M8,2024-09-06,9,83
MODOKO KEYAP,M8,2024-09-06,10,35
MODOKO KEYAP,M8,2024-09-06,11,43
MODOKO KEYAP,M8,2024-09-06,12,60
MODOKO KEYAP,M8,2024-09-06,13,88
MODOKO KEYAP,M8,2024-09-06,14,62
MODOKO KEYAP,M8,2024-09-06,15,81
MODOKO KEYAP,M8,2024-09-06,16,100
MODOKO KEYAP,M8,2024-09-06,17,260
MODOKO KEYAP,M8,2024-09-06,18,454
MODOKO KEYAP,M8,2024-09-06,19,207
MODOKO KEYAP,M8,2024-09-06,20,48
MODOKO KEYAP,M8,2024-09-06,21,20
MODOKO KEYAP,M8,2024-09-06,22,24
MODOKO KEYAP,M8,2024-09-06,23,3
MODOKO KEYAP,M8,2024-09-07,5,2
MODOKO KEYAP,M8,2024-09-07,6,26
MODOKO KEYAP,M8,2024-09-07,7,48
MODOKO KEYAP,M8,2024-09-07,8,79
MODOKO KEYAP,M8,2024-09-07,9,56
MODOKO KEYAP,M8,2024-09-07,10,48
MODOKO KEYAP,M8,2024-09-07,11,39
MODOKO KEYAP,M8,2024-09-07,12,88
MODOKO KEYAP,M8,2024-09-07,13,85
MODOKO KEYAP,M8,2024-09-07,14,98
MODOKO KEYAP,M8,2024-09-07,15,96
MODOKO KEYAP,M8,2024-09-07,16,78
MODOKO KEYAP,M8,2024-09-07,17,113
MODOKO KEYAP,M8,2024-09-07,18,126
MODOKO KEYAP,M8,2024-09-07,19,73
MODOKO KEYAP,M8,2024-09-07,20,45
MODOKO KEYAP,M8,2024-09-07,21,6
MODOKO KEYAP,M8,2024-09-07,22,7
MODOKO KEYAP,M8,2024-09-07,23,1
MODOKO KEYAP,M8,2024-09-08,6,26
MODOKO KEYAP,M8,2024-09-08,7,31
MODOKO KEYAP,M8,2024-09-08,8,41
MODOKO KEYAP,M8,2024-09-08,9,29
MODOKO KEYAP,M8,2024-09-08,10,22
MODOKO KEYAP,M8,2024-09-08,11,28
MODOKO KEYAP,M8,2024-09-08,12,37
MODOKO KEYAP,M8,2024-09-08,13,51
MODOKO KEYAP,M8,2024-09-08,14,54
MODOKO KEYAP,M8,2024-09-08,15,41
MODOKO KEYAP,M8,2024-09-08,16,52
MODOKO KEYAP,M8,2024-09-08,17,77
MODOKO KEYAP,M8,2024-09-08,18,65
MODOKO KEYAP,M8,2024-09-08,19,65
MODOKO KEYAP,M8,2024-09-08,20,26
MODOKO KEYAP,M8,2024-09-08,21,13
MODOKO KEYAP,M8,2024-09-08,22,11
MODOKO KEYAP,M8,2024-09-09,5,1
MODOKO KEYAP,M8,2024-09-09,6,50
MODOKO KEYAP,M8,2024-09-09,7,193
MODOKO KEYAP,M8,2024-09-09,8,209
MODOKO KEYAP,M8,2024-09-09,9,141
MODOKO KEYAP,M8,2024-09-09,10,59
MODOKO KEYAP,M8,2024-09-09,11,57
MODOKO KEYAP,M8,2024-09-09,12,56
MODOKO KEYAP,M8,2024-09-09,13,72
MODOKO KEYAP,M8,2024-09-09,14,87
MODOKO KEYAP,M8,2024-09-09,15,73
Mahmutbey,M3,2024-09-01,0,56
Mahmutbey,M3,2024-09-01,5,17
Mahmutbey,M3,2024-09-01,6,156
Mahmutbey,M3,2024-09-01,7,326
Mahmutbey,M3,2024-09-01,8,449
Mahmutbey,M3,2024-09-01,9,379
Mahmutbey,M3,2024-09-01,10,361
Mahmutbey,M3,2024-09-01,11,333
Mahmutbey,M3,2024-09-01,12,1024
Mahmutbey,M3,2024-09-01,13,1135
Mahmutbey,M3,2024-09-01,14,801
Mahmutbey,M3,2024-09-01,15,776
Mahmutbey,M3,2024-09-01,16,700
Mahmutbey,M3,2024-09-01,17,753
Mahmutbey,M3,2024-09-01,18,691
Mahmutbey,M3,2024-09-01,19,766
Mahmutbey,M3,2024-09-01,20,496
Mahmutbey,M3,2024-09-01,21,489
Mahmutbey,M3,2024-09-01,22,372
Mahmutbey,M3,2024-09-01,23,307
Mahmutbey,M3,2024-09-04,0,22
Mahmutbey,M3,2024-09-04,5,30
Mahmutbey,M3,2024-09-04,6,780
Mahmutbey,M3,2024-09-04,7,2852
Mahmutbey,M3,2024-09-04,8,2440
Mahmutbey,M3,2024-09-04,9,1159
Mahmutbey,M3,2024-09-04,10,759
Mahmutbey,M3,2024-09-04,11,578
Mahmutbey,M3,2024-09-04,12,847
Mahmutbey,M3,2024-09-04,13,836
Mahmutbey,M3,2024-09-04,14,920
Mahmutbey,M3,2024-09-04,15,822
Mahmutbey,M3,2024-09-04,16,895
Mahmutbey,M3,2024-09-04,17,1396
Mahmutbey,M3,2024-09-04,18,2268
Mahmutbey,M3,2024-09-04,19,1558
Mahmutbey,M3,2024-09-04,20,738
Mahmutbey,M3,2024-09-04,21,479
Mahmutbey,M3,2024-09-04,22,490
Mahmutbey,M3,2024-09-04,23,265
Mahmutbey,M3,2024-09-05,0,26
Mahmutbey,M3,2024-09-05,5,29
Mahmutbey,M3,2024-09-05,6,756
Mahmutbey,M3,2024-09-05,7,2747
Mahmutbey,M3,2024-09-05,8,2549
Mahmutbey,M3,2024-09-05,9,1183
Mahmutbey,M3,2024-09-05,10,729
Mahmutbey,M3,2024-09-05,11,701
Mahmutbey,M3,2024-09-05,12,840
Mahmutbey,M3,2024-09-05,13,926
Mahmutbey,M3,2024-09-05,14,917
Mahmutbey,M3,2024-09-05,15,843
Mahmutbey,M3,2024-09-05,16,981
Mahmutbey,M3,2024-09-05,17,1496
Mahmutbey,M3,2024-09-05,18,2210
Mahmutbey,M3,2024-09-05,19,1697
Mahmutbey,M3,2024-09-05,20,800
Mahmutbey,M3,2024-09-05,21,468
Mahmutbey,M3,2024-09-05,22,402
Mahmutbey,M3,2024-09-05,23,277
Mahmutbey,M3,2024-09-06,0,36
Mahmutbey,M3,2024-09-06,5,20
Mahmutbey,M3,2024-09-06,6,742
Mahmutbey,M3,2024-09-06,7,2672
Mahmutbey,M3,2024-09-06,8,2468
Mahmutbey,M3,2024-09-06,9,1159
Mahmutbey,M3,2024-09-06,10,756
Mahmutbey,M3,2024-09-06,11,600
Mahmutbey,M3,2024-09-06,12,827
Mahmutbey,M3,2024-09-06,13,894
Mahmutbey,M3,2024-09-06,14,948
Mahmutbey,M3,2024-09-06,15,911
Mahmutbey,M3,2024-09-06,16,967
Mahmutbey,M3,2024-09-06,17,1408
Mahmutbey,M3,2024-09-06,18,2200
Mahmutbey,M3,2024-09-06,19,1608
Mahmutbey,M3,2024-09-06,20,846
Mahmutbey,M3,2024-09-06,21,500
Mahmutbey,M3,2024-09-06,22,506
Mahmutbey,M3,2024-09-06,23,286
Mahmutbey,M3,2024-09-07,0,45
Mahmutbey,M3,2024-09-07,1,3
Mahmutbey,M3,2024-09-07,5,28
Mahmutbey,M3,2024-09-07,6,350
Mahmutbey,M3,2024-09-07,7,1267
Mahmutbey,M3,2024-09-07,8,1402
Mahmutbey,M3,2024-09-07,9,857
Mahmutbey,M3,2024-09-07,10,580
Mahmutbey,M3,2024-09-07,11,654
Mahmutbey,M3,2024-09-07,12,775
Mahmutbey,M3,2024-09-07,13,1138
Mahmutbey,M3,2024-09-07,14,1233
Mahmutbey,M3,2024-09-07,15,1123
Mahmutbey,M3,2024-09-07,16,997
Mahmutbey,M3,2024-09-07,17,1061
Mahmutbey,M3,2024-09-07,18,1106
Mahmutbey,M3,2024-09-07,19,904
Mahmutbey,M3,2024-09-07,20,630
Mahmutbey,M3,2024-09-07,21,543
Mahmutbey,M3,2024-09-07,22,468
Mahmutbey,M3,2024-09-07,23,340
Mahmutbey,M3,2024-09-08,0,50
Mahmutbey,M3,2024-09-08,1,3
Mahmutbey,M3,2024-09-08,2,1
Mahmutbey,M3,2024-09-08,5,17
Mahmutbey,M3,2024-09-08,6,155
Mahmutbey,M3,2024-09-08,7,390
Mahmutbey,M3,2024-09-08,8,344
Mahmutbey,M3,2024-09-08,9,438
Mahmutbey,M3,2024-09-08,10,364
Mahmutbey,M3,2024-09-08,11,322
Mahmutbey,M3,2024-09-08,12,553
Mahmutbey,M3,2024-09-08,13,750
Mahmutbey,M3,2024-09-08,14,862
Mahmutbey,M3,2024-09-08,15,886
Mahmutbey,M3,2024-09-08,16,728
Mahmutbey,M3,2024-09-08,17,783
Mahmutbey,M3,2024-09-08,18,848
Mahmutbey,M3,2024-09-08,19,756
Mahmutbey,M3,2024-09-08,20,533
Mahmutbey,M3,2024-09-08,21,458
Mahmutbey,M3,2024-09-08,22,471
Mahmutbey,M3,2024-09-08,23,295
Mahmutbey,M3,2024-09-09,0,27
Mahmutbey,M3,2024-09-09,5,22
Mahmutbey,M3,2024-09-09,6,808
Mahmutbey,M3,2024-09-09,7,3186
Mahmutbey,M3,2024-09-09,8,2951
Mahmutbey,M3,2024-09-09,9,1735
Mahmutbey,M3,2024-09-09,10,870
Mahmutbey,M3,2024-09-09,11,731
Mahmutbey,M3,2024-09-09,12,856
Mahmutbey,M3,2024-09-09,13,982
Mahmutbey,M3,2024-09-09,14,886
Mahmutbey,M3,2024-09-09,15,1142
Mahmutbey,M7,2024-09-01,0,81
Mahmutbey,M7,2024-09-01,1,9
Mahmutbey,M7,2024-09-01,2,4
Mahmutbey,M7,2024-09-01,3,3
Mahmutbey,M7,2024-09-01,4,1
Mahmutbey,M7,2024-09-01,5,12
Mahmutbey,M7,2024-09-01,6,215
Mahmutbey,M7,2024-09-01,7,453
Mahmutbey,M7,2024-09-01,8,760
Mahmutbey,M7,2024-09-01,9,487
Mahmutbey,M7,2024-09-01,10,318
Mahmutbey,M7,2024-09-01,11,349
Mahmutbey,M7,2024-09-01,12,606
Mahmutbey,M7,2024-09-01,13,735
Mahmutbey,M7,2024-09-01,14,685
Mahmutbey,M7,2024-09-01,15,724
Mahmutbey,M7,2024-09-01,16,746
Mahmutbey,M7,2024-09-01,17,720
Mahmutbey,M7,2024-09-01,18,786
Mahmutbey,M7,2024-09-01,19,739
Mahmutbey,M7,2024-09-01,20,679
Mahmutbey,M7,2024-09-01,21,580
Mahmutbey,M7,2024-09-01,22,604
Mahmutbey,M7,2024-09-01,23,353
Mahmutbey,M7,2024-09-02,0,4
Mahmutbey,M7,2024-09-03,0,1
Mahmutbey,M7,2024-09-04,0,4
Mahmutbey,M7,2024-09-04,5,35
Mahmutbey,M7,2024-09-04,6,596
Mahmutbey,M7,2024-09-04,7,2235
Mahmutbey,M7,2024-09-04,8,2177
Mahmutbey,M7,2024-09-04,9,997
Mahmutbey,M7,2024-09-04,10,649
Mahmutbey,M7,2024-09-04,11,648
Mahmutbey,M7,2024-09-04,12,823
Mahmutbey,M7,2024-09-04,13,851
Mahmutbey,M7,2024-09-04,14,879
Mahmutbey,M7,2024-09-04,15,848
Mahmutbey,M7,2024-09-04,16,1213
Mahmutbey,M7,2024-09-04,17,2063
Mahmutbey,M7,2024-09-04,18,3078
Mahmutbey,M7,2024-09-04,19,2050
Mahmutbey,M7,2024-09-04,20,933
Mahmutbey,M7,2024-09-04,21,606
Mahmutbey,M7,2024-09-04,22,563
Mahmutbey,M7,2024-09-04,23,375
Mahmutbey,M7,2024-09-05,0,3
Mahmutbey,M7,2024-09-05,5,38
Mahmutbey,M7,2024-09-05,6,646
Mahmutbey,M7,2024-09-05,7,2250
Mahmutbey,M7,2024-09-05,8,2148
Mahmutbey,M7,2024-09-05,9,1081
Mahmutbey,M7,2024-09-05,10,699
Mahmutbey,M7,2024-09-05,11,762
Mahmutbey,M7,2024-09-05,12,838
Mahmutbey,M7,2024-09-05,13,801
Mahmutbey,M7,2024-09-05,14,909
Mahmutbey,M7,2024-09-05,15,1025
Mahmutbey,M7,2024-09-05,16,1180
Mahmutbey,M7,2024-09-05,17,2047
Mahmutbey,M7,2024-09-05,18,2990
Mahmutbey,M7,2024-09-05,19,2211
Mahmutbey,M7,2024-09-05,20,884
Mahmutbey,M7,2024-09-05,21,638
Mahmutbey,M7,2024-09-05,22,598
Mahmutbey,M7,2024-09-05,23,409
Mahmutbey,M7,2024-09-06,5,29
Mahmutbey,M7,2024-09-06,6,576
Mahmutbey,M7,2024-09-06,7,2132
Mahmutbey,M7,2024-09-06,8,2142
Mahmutbey,M7,2024-09-06,9,1035
Mahmutbey,M7,2024-09-06,10,705
Mahmutbey,M7,2024-09-06,11,707
Mahmutbey,M7,2024-09-06,12,818
Mahmutbey,M7,2024-09-06,13,782
Mahmutbey,M7,2024-09-06,14,975
Mahmutbey,M7,2024-09-06,15,977
Mahmutbey,M7,2024-09-06,16,1247
Mahmutbey,M7,2024-09-06,17,2071
Mahmutbey,M7,2024-09-06,18,2934
Mahmutbey,M7,2024-09-06,19,2178
Mahmutbey,M7,2024-09-06,20,1076
Mahmutbey,M7,2024-09-06,21,569
Mahmutbey,M7,2024-09-06,22,602
Mahmutbey,M7,2024-09-06,23,404
Mahmutbey,M7,2024-09-07,0,49
Mahmutbey,M7,2024-09-07,1,5
Mahmutbey,M7,2024-09-07,2,1
Mahmutbey,M7,2024-09-07,4,1
Mahmutbey,M7,2024-09-07,5,25
Mahmutbey,M7,2024-09-07,6,341
Mahmutbey,M7,2024-09-07,7,834
Mahmutbey,M7,2024-09-07,8,939
Mahmutbey,M7,2024-09-07,9,627
Mahmutbey,M7,2024-09-07,10,552
Mahmutbey,M7,2024-09-07,11,582
Mahmutbey,M7,2024-09-07,12,914
Mahmutbey,M7,2024-09-07,13,1345
Mahmutbey,M7,2024-09-07,14,1362
Mahmutbey,M7,2024-09-07,15,1279
Mahmutbey,M7,2024-09-07,16,1174
Mahmutbey,M7,2024-09-07,17,1386
Mahmutbey,M7,2024-09-07,18,1238
Mahmutbey,M7,2024-09-07,19,1161
Mahmutbey,M7,2024-09-07,20,840
Mahmutbey,M7,2024-09-07,21,659
Mahmutbey,M7,2024-09-07,22,652
Mahmutbey,M7,2024-09-07,23,466
Mahmutbey,M7,2024-09-08,0,94
Mahmutbey,M7,2024-09-08,1,2
Mahmutbey,M7,2024-09-08,2,1
Mahmutbey,M7,2024-09-08,3,2
Mahmutbey,M7,2024-09-08,5,18
Mahmutbey,M7,2024-09-08,6,188
Mahmutbey,M7,2024-09-08,7,319
Mahmutbey,M7,2024-09-08,8,417
Mahmutbey,M7,2024-09-08,9,344
Mahmutbey,M7,2024-09-08,10,339
Mahmutbey,M7,2024-09-08,11,355
Mahmutbey,M7,2024-09-08,12,532
Mahmutbey,M7,2024-09-08,13,770
Mahmutbey,M7,2024-09-08,14,801
Mahmutbey,M7,2024-09-08,15,813
Mahmutbey,M7,2024-09-08,16,794
Mahmutbey,M7,2024-09-08,17,878
Mahmutbey,M7,2024-09-08,18,929
Mahmutbey,M7,2024-09-08,19,801
Mahmutbey,M7,2024-09-08,20,785
Mahmutbey,M7,2024-09-08,21,589
Mahmutbey,M7,2024-09-08,22,609
Mahmutbey,M7,2024-09-08,23,310
Mahmutbey,M7,2024-09-09,0,3
Mahmutbey,M7,2024-09-09,5,29
Mahmutbey,M7,2024-09-09,6,646
Mahmutbey,M7,2024-09-09,7,2490
Mahmutbey,M7,2024-09-09,8,2500
Mahmutbey,M7,2024-09-09,9,1454
Mahmutbey,M7,2024-09-09,10,898
Mahmutbey,M7,2024-09-09,11,823
Mahmutbey,M7,2024-09-09,12,949
Mahmutbey,M7,2024-09-09,13,869
Mahmutbey,M7,2024-09-09,14,1084
Mahmutbey,M7,2024-09-09,15,1485
Maltepe,M4,2024-09-01,0,30
Maltepe,M4,2024-09-01,1,19
Maltepe,M4,2024-09-01,2,5
Maltepe,M4,2024-09-01,3,8
Maltepe,M4,2024-09-01,4,4
Maltepe,M4,2024-09-01,5,19
Maltepe,M4,2024-09-01,6,115
Maltepe,M4,2024-09-01,7,237
Maltepe,M4,2024-09-01,8,317
Maltepe,M4,2024-09-01,9,307
Maltepe,M4,2024-09-01,10,219
Maltepe,M4,2024-09-01,11,303
Maltepe,M4,2024-09-01,12,583
Maltepe,M4,2024-09-01,13,521
Maltepe,M4,2024-09-01,14,547
Maltepe,M4,2024-09-01,15,509
Maltepe,M4,2024-09-01,16,420
Maltepe,M4,2024-09-01,17,388
Maltepe,M4,2024-09-01,18,401
Maltepe,M4,2024-09-01,19,345
Maltepe,M4,2024-09-01,20,270
Maltepe,M4,2024-09-01,21,140
Maltepe,M4,2024-09-01,22,114
Maltepe,M4,2024-09-01,23,68
Maltepe,M4,2024-09-02,0,1
Maltepe,M4,2024-09-03,0,1
Maltepe,M4,2024-09-04,0,8
Maltepe,M4,2024-09-04,5,52
Maltepe,M4,2024-09-04,6,526
Maltepe,M4,2024-09-04,7,1510
Maltepe,M4,2024-09-04,8,1551
Maltepe,M4,2024-09-04,9,871
Maltepe,M4,2024-09-04,10,614
Maltepe,M4,2024-09-04,11,616
Maltepe,M4,2024-09-04,12,726
Maltepe,M4,2024-09-04,13,807
Maltepe,M4,2024-09-04,14,730
Maltepe,M4,2024-09-04,15,688
Maltepe,M4,2024-09-04,16,801
Maltepe,M4,2024-09-04,17,1016
Maltepe,M4,2024-09-04,18,1222
Maltepe,M4,2024-09-04,19,544
Maltepe,M4,2024-09-04,20,352
Maltepe,M4,2024-09-04,21,202
Maltepe,M4,2024-09-04,22,167
Maltepe,M4,2024-09-04,23,82
Maltepe,M4,2024-09-05,0,11
Maltepe,M4,2024-09-05,5,37
Maltepe,M4,2024-09-05,6,533
Maltepe,M4,2024-09-05,7,1470
Maltepe,M4,2024-09-05,8,1577
Maltepe,M4,2024-09-05,9,868
Maltepe,M4,2024-09-05,10,653
Maltepe,M4,2024-09-05,11,623
Maltepe,M4,2024-09-05,12,680
Maltepe,M4,2024-09-05,13,787
Maltepe,M4,2024-09-05,14,758
Maltepe,M4,2024-09-05,15,810
Maltepe,M4,2024-09-05,16,811
Maltepe,M4,2024-09-05,17,1010
Maltepe,M4,2024-09-05,18,1270
Maltepe,M4,2024-09-05,19,533
Maltepe,M4,2024-09-05,20,310
Maltepe,M4,2024-09-05,21,221
Maltepe,M4,2024-09-05,22,161
Maltepe,M4,2024-09-05,23,103
Maltepe,M4,2024-09-06,0,12
Maltepe,M4,2024-09-06,5,38
Maltepe,M4,2024-09-06,6,520
Maltepe,M4,2024-09-06,7,1491
Maltepe,M4,2024-09-06,8,1521
Maltepe,M4,2024-09-06,9,848
Maltepe,M4,2024-09-06,10,656
Maltepe,M4,2024-09-06,11,641
Maltepe,M4,2024-09-06,12,721
Maltepe,M4,2024-09-06,13,797
Maltepe,M4,2024-09-06,14,830
Maltepe,M4,2024-09-06,15,715
Maltepe,M4,2024-09-06,16,789
Maltepe,M4,2024-09-06,17,1092
Maltepe,M4,2024-09-06,18,1217
Maltepe,M4,2024-09-06,19,613
Maltepe,M4,2024-09-06,20,360
Maltepe,M4,2024-09-06,21,206
Maltepe,M4,2024-09-06,22,210
Maltepe,M4,2024-09-06,23,102
Maltepe,M4,2024-09-07,0,45
Maltepe,M4,2024-09-07,1,11
Maltepe,M4,2024-09-07,2,6
Maltepe,M4,2024-09-07,3,5
Maltepe,M4,2024-09-07,4,7
Maltepe,M4,2024-09-07,5,47
Maltepe,M4,2024-09-07,6,257
Maltepe,M4,2024-09-07,7,534
