station_poi_desc_cd,line_name,transition_date,transition_hour,number_of_passenger
Ayrılık Çeşmesi,M4,2024-09-08,21,846
Ayrılık Çeşmesi,M4,2024-09-08,22,757
Ayrılık Çeşmesi,M4,2024-09-08,23,360
Ayrılık Çeşmesi,M4,2024-09-09,0,8
Ayrılık Çeşmesi,M4,2024-09-09,5,13
Ayrılık Çeşmesi,M4,2024-09-09,6,431
Ayrılık Çeşmesi,M4,2024-09-09,7,1296
Ayrılık Çeşmesi,M4,2024-09-09,8,1946
Ayrılık Çeşmesi,M4,2024-09-09,9,1216
Ayrılık Çeşmesi,M4,2024-09-09,10,875
Ayrılık Çeşmesi,M4,2024-09-09,11,882
Ayrılık Çeşmesi,M4,2024-09-09,12,1027
Ayrılık Çeşmesi,M4,2024-09-09,13,1147
Ayrılık Çeşmesi,M4,2024-09-09,14,1363
Ayrılık Çeşmesi,M4,2024-09-09,15,2004
Bahariye,M9,2024-09-01,0,2
Bahariye,M9,2024-09-01,5,16
Bahariye,M9,2024-09-01,6,63
Bahariye,M9,2024-09-01,7,123
Bahariye,M9,2024-09-01,8,118
Bahariye,M9,2024-09-01,9,112
Bahariye,M9,2024-09-01,10,105
Bahariye,M9,2024-09-01,11,133
Bahariye,M9,2024-09-01,12,166
Bahariye,M9,2024-09-01,13,215
Bahariye,M9,2024-09-01,14,226
Bahariye,M9,2024-09-01,15,209
Bahariye,M9,2024-09-01,16,187
Bahariye,M9,2024-09-01,17,173
Bahariye,M9,2024-09-01,18,205
Bahariye,M9,2024-09-01,19,140
Bahariye,M9,2024-09-01,20,119
Bahariye,M9,2024-09-01,21,84
Bahariye,M9,2024-09-01,22,77
Bahariye,M9,2024-09-01,23,48
Bahariye,M9,2024-09-04,0,1
Bahariye,M9,2024-09-04,5,40
Bahariye,M9,2024-09-04,6,283
Bahariye,M9,2024-09-04,7,1035
Bahariye,M9,2024-09-04,8,690
Bahariye,M9,2024-09-04,9,225
Bahariye,M9,2024-09-04,10,171
Bahariye,M9,2024-09-04,11,136
Bahariye,M9,2024-09-04,12,173
Bahariye,M9,2024-09-04,13,185
Bahariye,M9,2024-09-04,14,156
Bahariye,M9,2024-09-04,15,122
Bahariye,M9,2024-09-04,16,153
Bahariye,M9,2024-09-04,17,269
Bahariye,M9,2024-09-04,18,357
Bahariye,M9,2024-09-04,19,251
Bahariye,M9,2024-09-04,20,124
Bahariye,M9,2024-09-04,21,78
Bahariye,M9,2024-09-04,22,60
Bahariye,M9,2024-09-04,23,37
Bahariye,M9,2024-09-05,5,35
Bahariye,M9,2024-09-05,6,262
Bahariye,M9,2024-09-05,7,1073
Bahariye,M9,2024-09-05,8,669
Bahariye,M9,2024-09-05,9,283
Bahariye,M9,2024-09-05,10,131
Bahariye,M9,2024-09-05,11,159
Bahariye,M9,2024-09-05,12,169
Bahariye,M9,2024-09-05,13,203
Bahariye,M9,2024-09-05,14,202
Bahariye,M9,2024-09-05,15,155
Bahariye,M9,2024-09-05,16,164
Bahariye,M9,2024-09-05,17,242
Bahariye,M9,2024-09-05,18,346
Bahariye,M9,2024-09-05,19,242
Bahariye,M9,2024-09-05,20,139
Bahariye,M9,2024-09-05,21,76
Bahariye,M9,2024-09-05,22,86
Bahariye,M9,2024-09-05,23,35
Bahariye,M9,2024-09-06,0,1
Bahariye,M9,2024-09-06,5,44
Bahariye,M9,2024-09-06,6,275
Bahariye,M9,2024-09-06,7,1028
Bahariye,M9,2024-09-06,8,692
Bahariye,M9,2024-09-06,9,255
Bahariye,M9,2024-09-06,10,143
Bahariye,M9,2024-09-06,11,154
Bahariye,M9,2024-09-06,12,176
Bahariye,M9,2024-09-06,13,200
Bahariye,M9,2024-09-06,14,189
Bahariye,M9,2024-09-06,15,139
Bahariye,M9,2024-09-06,16,143
Bahariye,M9,2024-09-06,17,280
Bahariye,M9,2024-09-06,18,349
Bahariye,M9,2024-09-06,19,295
Bahariye,M9,2024-09-06,20,135
Bahariye,M9,2024-09-06,21,89
Bahariye,M9,2024-09-06,22,76
Bahariye,M9,2024-09-06,23,51
Bahariye,M9,2024-09-07,5,22
Bahariye,M9,2024-09-07,6,149
Bahariye,M9,2024-09-07,7,437
Bahariye,M9,2024-09-07,8,392
Bahariye,M9,2024-09-07,9,237
Bahariye,M9,2024-09-07,10,141
Bahariye,M9,2024-09-07,11,212
Bahariye,M9,2024-09-07,12,251
Bahariye,M9,2024-09-07,13,304
Bahariye,M9,2024-09-07,14,280
Bahariye,M9,2024-09-07,15,243
Bahariye,M9,2024-09-07,16,231
Bahariye,M9,2024-09-07,17,269
Bahariye,M9,2024-09-07,18,230
Bahariye,M9,2024-09-07,19,185
Bahariye,M9,2024-09-07,20,147
Bahariye,M9,2024-09-07,21,86
Bahariye,M9,2024-09-07,22,74
Bahariye,M9,2024-09-07,23,57
Bahariye,M9,2024-09-08,0,3
Bahariye,M9,2024-09-08,5,10
Bahariye,M9,2024-09-08,6,84
Bahariye,M9,2024-09-08,7,108
Bahariye,M9,2024-09-08,8,107
Bahariye,M9,2024-09-08,9,150
Bahariye,M9,2024-09-08,10,112
Bahariye,M9,2024-09-08,11,135
Bahariye,M9,2024-09-08,12,204
Bahariye,M9,2024-09-08,13,250
Bahariye,M9,2024-09-08,14,284
Bahariye,M9,2024-09-08,15,224
Bahariye,M9,2024-09-08,16,219
Bahariye,M9,2024-09-08,17,164
Bahariye,M9,2024-09-08,18,206
Bahariye,M9,2024-09-08,19,149
Bahariye,M9,2024-09-08,20,121
Bahariye,M9,2024-09-08,21,83
Bahariye,M9,2024-09-08,22,67
Bahariye,M9,2024-09-08,23,42
Bahariye,M9,2024-09-09,0,5
Bahariye,M9,2024-09-09,5,39
Bahariye,M9,2024-09-09,6,299
Bahariye,M9,2024-09-09,7,1147
Bahariye,M9,2024-09-09,8,799
Bahariye,M9,2024-09-09,9,388
Bahariye,M9,2024-09-09,10,192
Bahariye,M9,2024-09-09,11,167
Bahariye,M9,2024-09-09,12,157
Bahariye,M9,2024-09-09,13,222
Bahariye,M9,2024-09-09,14,201
Bahariye,M9,2024-09-09,15,125
Bahçelievler,M1,2024-09-01,0,21
Bahçelievler,M1,2024-09-01,1,7
Bahçelievler,M1,2024-09-01,2,2
Bahçelievler,M1,2024-09-01,3,5
Bahçelievler,M1,2024-09-01,4,2
Bahçelievler,M1,2024-09-01,5,7
Bahçelievler,M1,2024-09-01,6,29
Bahçelievler,M1,2024-09-01,7,89
Bahçelievler,M1,2024-09-01,8,125
Bahçelievler,M1,2024-09-01,9,109
Bahçelievler,M1,2024-09-01,10,79
Bahçelievler,M1,2024-09-01,11,122
Bahçelievler,M1,2024-09-01,12,229
Bahçelievler,M1,2024-09-01,13,225
Bahçelievler,M1,2024-09-01,14,224
Bahçelievler,M1,2024-09-01,15,234
Bahçelievler,M1,2024-09-01,16,297
Bahçelievler,M1,2024-09-01,17,232
Bahçelievler,M1,2024-09-01,18,229
Bahçelievler,M1,2024-09-01,19,203
Bahçelievler,M1,2024-09-01,20,187
Bahçelievler,M1,2024-09-01,21,145
Bahçelievler,M1,2024-09-01,22,119
Bahçelievler,M1,2024-09-01,23,74
Bahçelievler,M1,2024-09-03,0,1
Bahçelievler,M1,2024-09-04,0,7
Bahçelievler,M1,2024-09-04,5,13
Bahçelievler,M1,2024-09-04,6,103
Bahçelievler,M1,2024-09-04,7,341
Bahçelievler,M1,2024-09-04,8,552
Bahçelievler,M1,2024-09-04,9,363
Bahçelievler,M1,2024-09-04,10,331
Bahçelievler,M1,2024-09-04,11,333
Bahçelievler,M1,2024-09-04,12,355
Bahçelievler,M1,2024-09-04,13,364
Bahçelievler,M1,2024-09-04,14,394
Bahçelievler,M1,2024-09-04,15,427
Bahçelievler,M1,2024-09-04,16,530
Bahçelievler,M1,2024-09-04,17,525
Bahçelievler,M1,2024-09-04,18,399
Bahçelievler,M1,2024-09-04,19,346
Bahçelievler,M1,2024-09-04,20,211
Bahçelievler,M1,2024-09-04,21,162
Bahçelievler,M1,2024-09-04,22,147
Bahçelievler,M1,2024-09-04,23,87
Bahçelievler,M1,2024-09-05,0,9
Bahçelievler,M1,2024-09-05,5,11
Bahçelievler,M1,2024-09-05,6,108
Bahçelievler,M1,2024-09-05,7,344
Bahçelievler,M1,2024-09-05,8,541
Bahçelievler,M1,2024-09-05,9,397
Bahçelievler,M1,2024-09-05,10,332
Bahçelievler,M1,2024-09-05,11,343
Bahçelievler,M1,2024-09-05,12,348
Bahçelievler,M1,2024-09-05,13,369
Bahçelievler,M1,2024-09-05,14,436
Bahçelievler,M1,2024-09-05,15,489
Bahçelievler,M1,2024-09-05,16,572
Bahçelievler,M1,2024-09-05,17,536
Bahçelievler,M1,2024-09-05,18,450
Bahçelievler,M1,2024-09-05,19,286
Bahçelievler,M1,2024-09-05,20,225
Bahçelievler,M1,2024-09-05,21,147
Bahçelievler,M1,2024-09-05,22,159
Bahçelievler,M1,2024-09-05,23,85
Bahçelievler,M1,2024-09-06,0,2
Bahçelievler,M1,2024-09-06,5,14
Bahçelievler,M1,2024-09-06,6,106
Bahçelievler,M1,2024-09-06,7,348
Bahçelievler,M1,2024-09-06,8,512
Bahçelievler,M1,2024-09-06,9,353
Bahçelievler,M1,2024-09-06,10,361
Bahçelievler,M1,2024-09-06,11,375
Bahçelievler,M1,2024-09-06,12,360
Bahçelievler,M1,2024-09-06,13,381
Bahçelievler,M1,2024-09-06,14,427
Bahçelievler,M1,2024-09-06,15,504
Bahçelievler,M1,2024-09-06,16,547
Bahçelievler,M1,2024-09-06,17,527
Bahçelievler,M1,2024-09-06,18,468
Bahçelievler,M1,2024-09-06,19,346
Bahçelievler,M1,2024-09-06,20,235
Bahçelievler,M1,2024-09-06,21,168
Bahçelievler,M1,2024-09-06,22,153
Bahçelievler,M1,2024-09-06,23,98
Bahçelievler,M1,2024-09-07,0,27
Bahçelievler,M1,2024-09-07,1,2
Bahçelievler,M1,2024-09-07,2,1
Bahçelievler,M1,2024-09-07,3,1
Bahçelievler,M1,2024-09-07,5,6
Bahçelievler,M1,2024-09-07,6,66
Bahçelievler,M1,2024-09-07,7,182
Bahçelievler,M1,2024-09-07,8,264
Bahçelievler,M1,2024-09-07,9,199
Bahçelievler,M1,2024-09-07,10,198
Bahçelievler,M1,2024-09-07,11,222
Bahçelievler,M1,2024-09-07,12,290
Bahçelievler,M1,2024-09-07,13,324
Bahçelievler,M1,2024-09-07,14,363
Bahçelievler,M1,2024-09-07,15,408
Bahçelievler,M1,2024-09-07,16,403
Bahçelievler,M1,2024-09-07,17,338
Bahçelievler,M1,2024-09-07,18,311
Bahçelievler,M1,2024-09-07,19,303
Bahçelievler,M1,2024-09-07,20,194
Bahçelievler,M1,2024-09-07,21,170
Bahçelievler,M1,2024-09-07,22,136
Bahçelievler,M1,2024-09-07,23,72
Bahçelievler,M1,2024-09-08,0,19
Bahçelievler,M1,2024-09-08,1,5
Bahçelievler,M1,2024-09-08,2,1
Bahçelievler,M1,2024-09-08,5,7
Bahçelievler,M1,2024-09-08,6,32
Bahçelievler,M1,2024-09-08,7,77
Bahçelievler,M1,2024-09-08,8,108
Bahçelievler,M1,2024-09-08,9,85
Bahçelievler,M1,2024-09-08,10,111
Bahçelievler,M1,2024-09-08,11,103
Bahçelievler,M1,2024-09-08,12,195
Bahçelievler,M1,2024-09-08,13,214
Bahçelievler,M1,2024-09-08,14,218
Bahçelievler,M1,2024-09-08,15,268
Bahçelievler,M1,2024-09-08,16,274
Bahçelievler,M1,2024-09-08,17,255
Bahçelievler,M1,2024-09-08,18,285
Bahçelievler,M1,2024-09-08,19,223
Bahçelievler,M1,2024-09-08,20,153
Bahçelievler,M1,2024-09-08,21,142
Bahçelievler,M1,2024-09-08,22,132
Bahçelievler,M1,2024-09-08,23,69
Bahçelievler,M1,2024-09-09,0,3
Bahçelievler,M1,2024-09-09,5,10
Bahçelievler,M1,2024-09-09,6,118
Bahçelievler,M1,2024-09-09,7,388
Bahçelievler,M1,2024-09-09,8,615
Bahçelievler,M1,2024-09-09,9,525
Bahçelievler,M1,2024-09-09,10,380
Bahçelievler,M1,2024-09-09,11,359
Bahçelievler,M1,2024-09-09,12,330
Bahçelievler,M1,2024-09-09,13,353
Bahçelievler,M1,2024-09-09,14,499
Bahçelievler,M1,2024-09-09,15,835
Bakırköy,M1,2024-09-01,0,34
Bakırköy,M1,2024-09-01,1,9
Bakırköy,M1,2024-09-01,2,4
Bakırköy,M1,2024-09-01,3,3
Bakırköy,M1,2024-09-01,4,1
Bakırköy,M1,2024-09-01,5,9
Bakırköy,M1,2024-09-01,6,29
Bakırköy,M1,2024-09-01,7,41
Bakırköy,M1,2024-09-01,8,111
Bakırköy,M1,2024-09-01,9,95
Bakırköy,M1,2024-09-01,10,86
Bakırköy,M1,2024-09-01,11,145
Bakırköy,M1,2024-09-01,12,194
Bakırköy,M1,2024-09-01,13,294
Bakırköy,M1,2024-09-01,14,291
Bakırköy,M1,2024-09-01,15,389
Bakırköy,M1,2024-09-01,16,475
Bakırköy,M1,2024-09-01,17,490
Bakırköy,M1,2024-09-01,18,469
Bakırköy,M1,2024-09-01,19,364
Bakırköy,M1,2024-09-01,20,224
Bakırköy,M1,2024-09-01,21,129
Bakırköy,M1,2024-09-01,22,172
Bakırköy,M1,2024-09-01,23,106
Bakırköy,M1,2024-09-04,0,6
Bakırköy,M1,2024-09-04,5,7
Bakırköy,M1,2024-09-04,6,62
Bakırköy,M1,2024-09-04,7,257
Bakırköy,M1,2024-09-04,8,398
Bakırköy,M1,2024-09-04,9,289
Bakırköy,M1,2024-09-04,10,226
Bakırköy,M1,2024-09-04,11,207
Bakırköy,M1,2024-09-04,12,249
Bakırköy,M1,2024-09-04,13,294
Bakırköy,M1,2024-09-04,14,309
Bakırköy,M1,2024-09-04,15,336
Bakırköy,M1,2024-09-04,16,368
Bakırköy,M1,2024-09-04,17,615
Bakırköy,M1,2024-09-04,18,570
Bakırköy,M1,2024-09-04,19,412
Bakırköy,M1,2024-09-04,20,226
Bakırköy,M1,2024-09-04,21,187
Bakırköy,M1,2024-09-04,22,163
Bakırköy,M1,2024-09-04,23,111
Bakırköy,M1,2024-09-05,0,7
Bakırköy,M1,2024-09-05,5,12
Bakırköy,M1,2024-09-05,6,67
Bakırköy,M1,2024-09-05,7,261
Bakırköy,M1,2024-09-05,8,415
Bakırköy,M1,2024-09-05,9,277
Bakırköy,M1,2024-09-05,10,306
Bakırköy,M1,2024-09-05,11,364
Bakırköy,M1,2024-09-05,12,456
Bakırköy,M1,2024-09-05,13,524
Bakırköy,M1,2024-09-05,14,541
Bakırköy,M1,2024-09-05,15,633
Bakırköy,M1,2024-09-05,16,676
Bakırköy,M1,2024-09-05,17,854
Bakırköy,M1,2024-09-05,18,748
Bakırköy,M1,2024-09-05,19,565
Bakırköy,M1,2024-09-05,20,276
Bakırköy,M1,2024-09-05,21,175
Bakırköy,M1,2024-09-05,22,185
Bakırköy,M1,2024-09-05,23,122
Bakırköy,M1,2024-09-06,0,4
Bakırköy,M1,2024-09-06,5,10
Bakırköy,M1,2024-09-06,6,72
Bakırköy,M1,2024-09-06,7,234
Bakırköy,M1,2024-09-06,8,427
Bakırköy,M1,2024-09-06,9,264
Bakırköy,M1,2024-09-06,10,248
Bakırköy,M1,2024-09-06,11,282
Bakırköy,M1,2024-09-06,12,299
Bakırköy,M1,2024-09-06,13,308
Bakırköy,M1,2024-09-06,14,353
Bakırköy,M1,2024-09-06,15,313
Bakırköy,M1,2024-09-06,16,374
Bakırköy,M1,2024-09-06,17,542
Bakırköy,M1,2024-09-06,18,538
Bakırköy,M1,2024-09-06,19,458
Bakırköy,M1,2024-09-06,20,252
Bakırköy,M1,2024-09-06,21,169
Bakırköy,M1,2024-09-06,22,198
Bakırköy,M1,2024-09-06,23,149
Bakırköy,M1,2024-09-07,0,29
Bakırköy,M1,2024-09-07,1,5
Bakırköy,M1,2024-09-07,2,8
Bakırköy,M1,2024-09-07,3,3
Bakırköy,M1,2024-09-07,5,9
Bakırköy,M1,2024-09-07,6,41
Bakırköy,M1,2024-09-07,7,111
Bakırköy,M1,2024-09-07,8,200
Bakırköy,M1,2024-09-07,9,193
Bakırköy,M1,2024-09-07,10,328
Bakırköy,M1,2024-09-07,11,529
Bakırköy,M1,2024-09-07,12,810
Bakırköy,M1,2024-09-07,13,907
Bakırköy,M1,2024-09-07,14,969
Bakırköy,M1,2024-09-07,15,920
Bakırköy,M1,2024-09-07,16,1009
Bakırköy,M1,2024-09-07,17,983
Bakırköy,M1,2024-09-07,18,890
Bakırköy,M1,2024-09-07,19,807
Bakırköy,M1,2024-09-07,20,428
Bakırköy,M1,2024-09-07,21,185
Bakırköy,M1,2024-09-07,22,170
Bakırköy,M1,2024-09-07,23,135
Bakırköy,M1,2024-09-08,0,34
Bakırköy,M1,2024-09-08,1,16
Bakırköy,M1,2024-09-08,2,15
Bakırköy,M1,2024-09-08,3,3
Bakırköy,M1,2024-09-08,5,5
Bakırköy,M1,2024-09-08,6,29
Bakırköy,M1,2024-09-08,7,38
Bakırköy,M1,2024-09-08,8,48
Bakırköy,M1,2024-09-08,9,72
Bakırköy,M1,2024-09-08,10,92
Bakırköy,M1,2024-09-08,11,116
Bakırköy,M1,2024-09-08,12,241
Bakırköy,M1,2024-09-08,13,293
Bakırköy,M1,2024-09-08,14,359
Bakırköy,M1,2024-09-08,15,409
Bakırköy,M1,2024-09-08,16,553
Bakırköy,M1,2024-09-08,17,549
Bakırköy,M1,2024-09-08,18,541
Bakırköy,M1,2024-09-08,19,457
Bakırköy,M1,2024-09-08,20,226
Bakırköy,M1,2024-09-08,21,191
Bakırköy,M1,2024-09-08,22,146
Bakırköy,M1,2024-09-08,23,86
Bakırköy,M1,2024-09-09,0,6
Bakırköy,M1,2024-09-09,5,7
Bakırköy,M1,2024-09-09,6,78
Bakırköy,M1,2024-09-09,7,317
Bakırköy,M1,2024-09-09,8,545
Bakırköy,M1,2024-09-09,9,496
Bakırköy,M1,2024-09-09,10,356
Bakırköy,M1,2024-09-09,11,328
Bakırköy,M1,2024-09-09,12,306
Bakırköy,M1,2024-09-09,13,328
Bakırköy,M1,2024-09-09,14,406
Bakırköy,M1,2024-09-09,15,626
Bakırköy,M3,2024-09-01,0,4
Bakırköy,M3,2024-09-01,5,2
Bakırköy,M3,2024-09-01,6,8
Bakırköy,M3,2024-09-01,7,18
Bakırköy,M3,2024-09-01,8,11
Bakırköy,M3,2024-09-01,9,11
Bakırköy,M3,2024-09-01,10,10
Bakırköy,M3,2024-09-01,11,14
Bakırköy,M3,2024-09-01,12,15
Bakırköy,M3,2024-09-01,13,24
Bakırköy,M3,2024-09-01,14,44
Bakırköy,M3,2024-09-01,15,76
Bakırköy,M3,2024-09-01,16,148
Bakırköy,M3,2024-09-01,17,131
Bakırköy,M3,2024-09-01,18,157
Bakırköy,M3,2024-09-01,19,209
Bakırköy,M3,2024-09-01,20,244
Bakırköy,M3,2024-09-01,21,164
Bakırköy,M3,2024-09-01,22,198
Bakırköy,M3,2024-09-01,23,115
Bakırköy,M3,2024-09-04,6,10
Bakırköy,M3,2024-09-04,7,17
Bakırköy,M3,2024-09-04,8,22
Bakırköy,M3,2024-09-04,9,5
Bakırköy,M3,2024-09-04,10,18
Bakırköy,M3,2024-09-04,11,15
Bakırköy,M3,2024-09-04,12,10
Bakırköy,M3,2024-09-04,13,24
Bakırköy,M3,2024-09-04,14,51
Bakırköy,M3,2024-09-04,15,90
Bakırköy,M3,2024-09-04,16,115
Bakırköy,M3,2024-09-04,17,170
Bakırköy,M3,2024-09-04,18,201
Bakırköy,M3,2024-09-04,19,131
Bakırköy,M3,2024-09-04,20,145
Bakırköy,M3,2024-09-04,21,132
Bakırköy,M3,2024-09-04,22,172
Bakırköy,M3,2024-09-04,23,100
Bakırköy,M3,2024-09-05,5,1
Bakırköy,M3,2024-09-05,6,10
Bakırköy,M3,2024-09-05,7,21
Bakırköy,M3,2024-09-05,8,21
Bakırköy,M3,2024-09-05,9,6
Bakırköy,M3,2024-09-05,10,5
Bakırköy,M3,2024-09-05,11,23
Bakırköy,M3,2024-09-05,12,23
Bakırköy,M3,2024-09-05,13,33
Bakırköy,M3,2024-09-05,14,44
Bakırköy,M3,2024-09-05,15,104
Bakırköy,M3,2024-09-05,16,118
Bakırköy,M3,2024-09-05,17,153
Bakırköy,M3,2024-09-05,18,182
Bakırköy,M3,2024-09-05,19,153
Bakırköy,M3,2024-09-05,20,139
Bakırköy,M3,2024-09-05,21,125
Bakırköy,M3,2024-09-05,22,157
Bakırköy,M3,2024-09-05,23,149
Bakırköy,M3,2024-09-06,0,1
Bakırköy,M3,2024-09-06,5,2
Bakırköy,M3,2024-09-06,6,13
Bakırköy,M3,2024-09-06,7,18
Bakırköy,M3,2024-09-06,8,21
Bakırköy,M3,2024-09-06,9,9
Bakırköy,M3,2024-09-06,10,14
Bakırköy,M3,2024-09-06,11,15
Bakırköy,M3,2024-09-06,12,31
Bakırköy,M3,2024-09-06,13,30
Bakırköy,M3,2024-09-06,14,24
Bakırköy,M3,2024-09-06,15,81
Bakırköy,M3,2024-09-06,16,112
Bakırköy,M3,2024-09-06,17,117
Bakırköy,M3,2024-09-06,18,197
Bakırköy,M3,2024-09-06,19,158
Bakırköy,M3,2024-09-06,20,131
Bakırköy,M3,2024-09-06,21,134
Bakırköy,M3,2024-09-06,22,164
Bakırköy,M3,2024-09-06,23,114
Bakırköy,M3,2024-09-07,0,2
Bakırköy,M3,2024-09-07,5,1
Bakırköy,M3,2024-09-07,6,15
Bakırköy,M3,2024-09-07,7,11
Bakırköy,M3,2024-09-07,8,18
Bakırköy,M3,2024-09-07,9,8
Bakırköy,M3,2024-09-07,10,12
Bakırköy,M3,2024-09-07,11,15
Bakırköy,M3,2024-09-07,12,31
Bakırköy,M3,2024-09-07,13,43
Bakırköy,M3,2024-09-07,14,46
Bakırköy,M3,2024-09-07,15,117
Bakırköy,M3,2024-09-07,16,145
Bakırköy,M3,2024-09-07,17,148
Bakırköy,M3,2024-09-07,18,204
Bakırköy,M3,2024-09-07,19,174
Bakırköy,M3,2024-09-07,20,252
Bakırköy,M3,2024-09-07,21,146
Bakırköy,M3,2024-09-07,22,202
Bakırköy,M3,2024-09-07,23,435
Bakırköy,M3,2024-09-08,0,1
Bakırköy,M3,2024-09-08,5,3
Bakırköy,M3,2024-09-08,6,16
Bakırköy,M3,2024-09-08,7,12
Bakırköy,M3,2024-09-08,8,7
Bakırköy,M3,2024-09-08,9,11
Bakırköy,M3,2024-09-08,10,11
Bakırköy,M3,2024-09-08,11,12
Bakırköy,M3,2024-09-08,12,10
Bakırköy,M3,2024-09-08,13,17
Bakırköy,M3,2024-09-08,14,33
Bakırköy,M3,2024-09-08,15,79
Bakırköy,M3,2024-09-08,16,74
Bakırköy,M3,2024-09-08,17,144
Bakırköy,M3,2024-09-08,18,147
Bakırköy,M3,2024-09-08,19,206
Bakırköy,M3,2024-09-08,20,230
Bakırköy,M3,2024-09-08,21,135
Bakırköy,M3,2024-09-08,22,192
Bakırköy,M3,2024-09-08,23,109
Bakırköy,M3,2024-09-09,6,13
Bakırköy,M3,2024-09-09,7,21
Bakırköy,M3,2024-09-09,8,26
Bakırköy,M3,2024-09-09,9,5
Bakırköy,M3,2024-09-09,10,12
Bakırköy,M3,2024-09-09,11,18
Bakırköy,M3,2024-09-09,12,23
Bakırköy,M3,2024-09-09,13,41
Bakırköy,M3,2024-09-09,14,60
Bakırköy,M3,2024-09-09,15,89
Bayrampaşa-Maltepe,M1,2024-09-01,0,15
Bayrampaşa-Maltepe,M1,2024-09-01,1,6
Bayrampaşa-Maltepe,M1,2024-09-01,3,2
Bayrampaşa-Maltepe,M1,2024-09-01,5,3
Bayrampaşa-Maltepe,M1,2024-09-01,6,106
Bayrampaşa-Maltepe,M1,2024-09-01,7,106
Bayrampaşa-Maltepe,M1,2024-09-01,8,148
Bayrampaşa-Maltepe,M1,2024-09-01,9,158
Bayrampaşa-Maltepe,M1,2024-09-01,10,153
Bayrampaşa-Maltepe,M1,2024-09-01,11,113
Bayrampaşa-Maltepe,M1,2024-09-01,12,268
Bayrampaşa-Maltepe,M1,2024-09-01,13,370
Bayrampaşa-Maltepe,M1,2024-09-01,14,442
Bayrampaşa-Maltepe,M1,2024-09-01,15,467
Bayrampaşa-Maltepe,M1,2024-09-01,16,468
Bayrampaşa-Maltepe,M1,2024-09-01,17,518
Bayrampaşa-Maltepe,M1,2024-09-01,18,504
Bayrampaşa-Maltepe,M1,2024-09-01,19,414
Bayrampaşa-Maltepe,M1,2024-09-01,20,352
Bayrampaşa-Maltepe,M1,2024-09-01,21,249
Bayrampaşa-Maltepe,M1,2024-09-01,22,258
Bayrampaşa-Maltepe,M1,2024-09-01,23,90
Bayrampaşa-Maltepe,M1,2024-09-04,0,3
Bayrampaşa-Maltepe,M1,2024-09-04,5,31
Bayrampaşa-Maltepe,M1,2024-09-04,6,201
Bayrampaşa-Maltepe,M1,2024-09-04,7,477
Bayrampaşa-Maltepe,M1,2024-09-04,8,598
Bayrampaşa-Maltepe,M1,2024-09-04,9,357
Bayrampaşa-Maltepe,M1,2024-09-04,10,263
Bayrampaşa-Maltepe,M1,2024-09-04,11,261
Bayrampaşa-Maltepe,M1,2024-09-04,12,306
Bayrampaşa-Maltepe,M1,2024-09-04,13,469
Bayrampaşa-Maltepe,M1,2024-09-04,14,464
Bayrampaşa-Maltepe,M1,2024-09-04,15,528
Bayrampaşa-Maltepe,M1,2024-09-04,16,505
Bayrampaşa-Maltepe,M1,2024-09-04,17,799
Bayrampaşa-Maltepe,M1,2024-09-04,18,1459
Bayrampaşa-Maltepe,M1,2024-09-04,19,1096
Bayrampaşa-Maltepe,M1,2024-09-04,20,450
Bayrampaşa-Maltepe,M1,2024-09-04,21,341
Bayrampaşa-Maltepe,M1,2024-09-04,22,256
Bayrampaşa-Maltepe,M1,2024-09-04,23,126
Bayrampaşa-Maltepe,M1,2024-09-05,0,5
Bayrampaşa-Maltepe,M1,2024-09-05,5,26
Bayrampaşa-Maltepe,M1,2024-09-05,6,184
Bayrampaşa-Maltepe,M1,2024-09-05,7,472
Bayrampaşa-Maltepe,M1,2024-09-05,8,620
Bayrampaşa-Maltepe,M1,2024-09-05,9,291
Bayrampaşa-Maltepe,M1,2024-09-05,10,268
Bayrampaşa-Maltepe,M1,2024-09-05,11,305
Bayrampaşa-Maltepe,M1,2024-09-05,12,359
Bayrampaşa-Maltepe,M1,2024-09-05,13,446
Bayrampaşa-Maltepe,M1,2024-09-05,14,484
Bayrampaşa-Maltepe,M1,2024-09-05,15,517
Bayrampaşa-Maltepe,M1,2024-09-05,16,503
Bayrampaşa-Maltepe,M1,2024-09-05,17,845
Bayrampaşa-Maltepe,M1,2024-09-05,18,1465
Bayrampaşa-Maltepe,M1,2024-09-05,19,1094
Bayrampaşa-Maltepe,M1,2024-09-05,20,481
Bayrampaşa-Maltepe,M1,2024-09-05,21,309
Bayrampaşa-Maltepe,M1,2024-09-05,22,315
Bayrampaşa-Maltepe,M1,2024-09-05,23,107
Bayrampaşa-Maltepe,M1,2024-09-06,0,8
Bayrampaşa-Maltepe,M1,2024-09-06,5,28
Bayrampaşa-Maltepe,M1,2024-09-06,6,190
Bayrampaşa-Maltepe,M1,2024-09-06,7,478
Bayrampaşa-Maltepe,M1,2024-09-06,8,597
Bayrampaşa-Maltepe,M1,2024-09-06,9,301
Bayrampaşa-Maltepe,M1,2024-09-06,10,258
Bayrampaşa-Maltepe,M1,2024-09-06,11,292
Bayrampaşa-Maltepe,M1,2024-09-06,12,396
Bayrampaşa-Maltepe,M1,2024-09-06,13,440
Bayrampaşa-Maltepe,M1,2024-09-06,14,478
Bayrampaşa-Maltepe,M1,2024-09-06,15,517
