Line,Station,Direction,transition_date,transition_hour,number_of_passenger,RemainingCapacity
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,6,81,57.14
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,6,607,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,6,607,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,6,81,0.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,6,15,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,6,28,37.8
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,6,283,54.28
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,6,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,6,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,6,113,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,6,52,13.11
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,6,0,11.02
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,6,40,61.4
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,6,272,60.69
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,6,93,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,7,326,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,7,1043,0.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,7,133,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,7,0,0.0
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,7,158,52.8
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,7,394,0.0
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,7,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,7,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,7,1035,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,7,67,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,7,52,0.0
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,7,247,0.8
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,7,1847,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,7,1847,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,7,247,0.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,7,52,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,7,67,0.8
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,7,1035,0.0
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,7,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,7,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,7,394,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,7,158,0.0
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,7,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,7,133,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,7,1043,0.0
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,7,326,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,8,414,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,8,1357,0.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,8,128,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,8,0,0.0
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,8,177,52.8
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,8,367,0.0
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,8,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,8,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,8,690,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,8,76,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,8,54,0.0
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,8,254,0.0
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,8,1139,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,8,1139,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,8,254,0.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,8,54,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,8,76,0.0
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,8,690,0.0
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,8,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,8,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,8,367,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,8,177,0.0
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,8,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,8,128,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,8,1357,0.0
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,8,414,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,9,240,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,9,494,0.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,9,38,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,9,0,14.8
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,9,96,64.34
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,9,142,6.99
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,9,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,9,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,9,225,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,9,27,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,9,31,25.8
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,9,101,41.92
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,9,437,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,9,437,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,9,101,0.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,9,31,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,9,27,21.8
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,9,225,42.8
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,9,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,9,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,9,142,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,9,96,0.0
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,9,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,9,38,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,9,494,55.98
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,9,240,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,10,148,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,10,295,92.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,10,30,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,10,0,22.8
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,10,77,70.58
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,10,98,30.86
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,10,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,10,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,10,171,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,10,37,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,10,29,15.8
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,10,112,36.12
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,10,243,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,10,243,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,10,112,0.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,10,29,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,10,37,23.8
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,10,171,34.36
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,10,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,10,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,10,98,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,10,77,28.11
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,10,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,10,30,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,10,295,63.98
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,10,148,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,11,113,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,11,275,127.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,11,34,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,11,0,18.8
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,11,79,67.46
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,11,86,26.42
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,11,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,11,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,11,136,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,11,61,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,11,22,0.0
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,11,79,30.8
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,11,256,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,11,256,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,11,79,0.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,11,22,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,11,61,30.8
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,11,136,15.82
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,11,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,11,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,11,86,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,11,79,40.11
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,11,0,5.08
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,11,34,56.77
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,11,275,63.08
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,11,113,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,12,126,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,12,313,114.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,12,50,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,12,0,2.8
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,12,104,54.98
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,12,125,0.0
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,12,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,12,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,12,173,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,12,79,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,12,40,0.0
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,12,99,12.8
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,12,226,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,12,226,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,12,99,14.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,12,40,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,12,79,12.8
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,12,173,0.0
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,12,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,12,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,12,125,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,12,104,1.11
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,12,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,12,50,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,12,313,43.98
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,12,126,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,13,118,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,13,313,122.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,13,43,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,13,0,9.8
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,13,126,60.44
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,13,153,0.0
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,13,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,13,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,13,185,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,13,112,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,13,31,0.0
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,13,128,21.8
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,13,360,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,13,360,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,13,128,0.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,13,31,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,13,112,21.8
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,13,185,0.0
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,13,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,13,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,13,153,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,13,126,0.0
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,13,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,13,43,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,13,313,50.98
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,13,118,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,14,100,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,14,334,140.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,14,61,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,14,0,0.0
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,14,142,52.8
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,14,121,0.0
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,14,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,14,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,14,156,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,14,166,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,14,51,0.0
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,14,103,1.8
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,14,236,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,14,236,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,14,103,4.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,14,51,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,14,166,1.8
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,14,156,0.0
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,14,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,14,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,14,121,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,14,142,5.11
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,14,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,14,61,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,14,334,32.98
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,14,100,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,15,83,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,15,351,157.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,15,67,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,15,0,0.0
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,15,157,52.8
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,15,143,0.0
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,15,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,15,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,15,122,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,15,249,4.11
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,15,65,0.0
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,15,138,0.0
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,15,206,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,15,206,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,15,138,34.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,15,65,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,15,249,0.0
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,15,122,0.0
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,15,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,15,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,15,143,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,15,157,0.0
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,15,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,15,67,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,15,351,26.98
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,15,83,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,16,107,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,16,484,133.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,16,109,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,16,0,0.0
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,16,193,52.8
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,16,185,0.0
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,16,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,16,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,16,153,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,16,317,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,16,112,0.0
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,16,113,0.0
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,16,168,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,16,168,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,16,113,72.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,16,112,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,16,317,0.0
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,16,153,0.0
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,16,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,16,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,16,185,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,16,193,0.0
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,16,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,16,109,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,16,484,0.0
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,16,107,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,17,263,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,17,789,0.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,17,257,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,17,0,0.0
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,17,381,52.8
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,17,320,0.0
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,17,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,17,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,17,269,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,17,542,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,17,385,0.0
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,17,298,0.0
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,17,285,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,17,285,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,17,298,0.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,17,385,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,17,542,0.0
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,17,269,0.0
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,17,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,17,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,17,320,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,17,381,0.0
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,17,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,17,257,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,17,789,0.0
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,17,263,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,18,369,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,18,990,0.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,18,311,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,18,0,0.0
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,18,519,52.8
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,18,350,0.0
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,18,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,18,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,18,357,93.98
M9,Masko,Ataköy to Olimpiyat,2024-09-04,18,834,0.0
M9,İkitelli Sanayi,Ataköy to Olimpiyat,2024-09-04,18,761,0.0
M9,Ziya Gökalp Mahallesi,Ataköy to Olimpiyat,2024-09-04,18,634,0.0
M9,Olimpiyat,Ataköy to Olimpiyat,2024-09-04,18,258,240.0
M9,Olimpiyat,Olimpiyat to Ataköy,2024-09-04,18,258,240.0
M9,Ziya Gökalp Mahallesi,Olimpiyat to Ataköy,2024-09-04,18,634,0.0
M9,İkitelli Sanayi,Olimpiyat to Ataköy,2024-09-04,18,761,0.0
M9,Masko,Olimpiyat to Ataköy,2024-09-04,18,834,0.0
M9,Bahariye,Olimpiyat to Ataköy,2024-09-04,18,357,0.0
M9,Atatürk Mahallesi,Olimpiyat to Ataköy,2024-09-04,18,0,0.0
M9,Halkalı Caddesi,Olimpiyat to Ataköy,2024-09-04,18,0,52.8
M9,15 Temmuz,Olimpiyat to Ataköy,2024-09-04,18,350,93.98
M9,Doğu Sanayi,Olimpiyat to Ataköy,2024-09-04,18,519,0.0
M9,29 Ekim - Cumhuriyet,Olimpiyat to Ataköy,2024-09-04,18,0,0.0
M9,Çobançeşme,Olimpiyat to Ataköy,2024-09-04,18,311,52.8
M9,Yenibosna,Olimpiyat to Ataköy,2024-09-04,18,990,0.0
M9,Ataköy,Olimpiyat to Ataköy,2024-09-04,18,369,240.0
M9,Ataköy,Ataköy to Olimpiyat,2024-09-04,19,395,240.0
M9,Yenibosna,Ataköy to Olimpiyat,2024-09-04,19,629,0.0
M9,Çobançeşme,Ataköy to Olimpiyat,2024-09-04,19,141,0.0
M9,29 Ekim - Cumhuriyet,Ataköy to Olimpiyat,2024-09-04,19,0,0.0
M9,Doğu Sanayi,Ataköy to Olimpiyat,2024-09-04,19,246,52.8
M9,15 Temmuz,Ataköy to Olimpiyat,2024-09-04,19,173,0.0
M9,Halkalı Caddesi,Ataköy to Olimpiyat,2024-09-04,19,0,0.0
M9,Atatürk Mahallesi,Ataköy to Olimpiyat,2024-09-04,19,0,52.8
M9,Bahariye,Ataköy to Olimpiyat,2024-09-04,19,251,93.98
