Line,Station,Direction,transition_date,transition_hour,number_of_passenger,RemainingCapacity
M3,Haznedar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,20,116,0.0
M3,İncirli,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,20,461,0.0
M3,Özgürlük Meydanı,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,20,1390,0.0
M3,Bakırköy Sahil,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,20,0,240.0
M3,Bakırköy Sahil,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,0,240.0
M3,Özgürlük Meydanı,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,1097,240.0
M3,İncirli,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,297,0.0
M3,Haznedar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,72,0.0
M3,İlkyuva,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,119,0.0
M3,Molla Gürani,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,105,0.0
M3,Kirazlı-Bağcılar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,0,240.0
M3,Yenimahalle,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,0,240.0
M3,Mahmutbey,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,468,240.0
M3,İSTOÇ,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,25,0.0
M3,İkitelli Sanayi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,160,27.8
M3,Turgut Özal,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,82,0.0
M3,Siteler,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,63,0.0
M3,Başak Konutları,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,182,0.0
M3,Başakşehir-Metrokent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,235,0.0
M3,Onurkent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,60,0.0
M3,Şehir Hastanesi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,116,0.0
M3,Toplu Konutlar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,57,0.0
M3,Kayaşehir Merkez,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,21,201,240.0
M3,Kayaşehir Merkez,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,201,240.0
M3,Toplu Konutlar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,57,39.0
M3,Şehir Hastanesi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,116,26.22
M3,Onurkent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,60,0.0
M3,Başakşehir-Metrokent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,235,0.0
M3,Başak Konutları,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,182,0.0
M3,Siteler,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,63,0.0
M3,Turgut Özal,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,82,0.0
M3,İkitelli Sanayi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,160,0.0
M3,İSTOÇ,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,25,0.0
M3,Mahmutbey,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,468,27.8
M3,Yenimahalle,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,0,0.0
M3,Kirazlı-Bağcılar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,0,240.0
M3,Molla Gürani,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,105,240.0
M3,İlkyuva,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,119,135.0
M3,Haznedar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,72,39.1
M3,İncirli,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,297,11.3
M3,Özgürlük Meydanı,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,1097,0.0
M3,Bakırköy Sahil,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,21,0,240.0
M3,Bakırköy Sahil,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,0,240.0
M3,Özgürlük Meydanı,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,1087,240.0
M3,İncirli,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,289,0.0
M3,Haznedar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,77,0.0
M3,İlkyuva,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,80,0.0
M3,Molla Gürani,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,57,0.0
M3,Kirazlı-Bağcılar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,0,240.0
M3,Yenimahalle,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,0,240.0
M3,Mahmutbey,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,402,240.0
M3,İSTOÇ,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,25,0.0
M3,İkitelli Sanayi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,137,27.8
M3,Turgut Özal,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,57,0.0
M3,Siteler,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,69,0.0
M3,Başak Konutları,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,158,0.0
M3,Başakşehir-Metrokent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,130,0.0
M3,Onurkent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,48,0.0
M3,Şehir Hastanesi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,101,4.8
M3,Toplu Konutlar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,57,0.0
M3,Kayaşehir Merkez,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,22,254,240.0
M3,Kayaşehir Merkez,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,254,240.0
M3,Toplu Konutlar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,57,0.0
M3,Şehir Hastanesi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,101,0.0
M3,Onurkent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,48,0.0
M3,Başakşehir-Metrokent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,130,4.8
M3,Başak Konutları,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,158,0.0
M3,Siteler,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,69,0.0
M3,Turgut Özal,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,57,0.0
M3,İkitelli Sanayi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,137,0.0
M3,İSTOÇ,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,25,0.0
M3,Mahmutbey,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,402,27.8
M3,Yenimahalle,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,0,0.0
M3,Kirazlı-Bağcılar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,0,240.0
M3,Molla Gürani,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,57,240.0
M3,İlkyuva,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,80,183.0
M3,Haznedar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,77,115.54
M3,İncirli,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,289,65.92
M3,Özgürlük Meydanı,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,1087,0.0
M3,Bakırköy Sahil,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,22,0,240.0
M3,Bakırköy Sahil,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,0,240.0
M3,Özgürlük Meydanı,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,589,240.0
M3,İncirli,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,189,0.0
M3,Haznedar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,51,0.0
M3,İlkyuva,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,47,1.8
M3,Molla Gürani,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,38,7.2
M3,Kirazlı-Bağcılar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,0,240.0
M3,Yenimahalle,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,0,240.0
M3,Mahmutbey,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,277,240.0
M3,İSTOÇ,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,8,0.0
M3,İkitelli Sanayi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,42,44.8
M3,Turgut Özal,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,35,90.64
M3,Siteler,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,15,88.5
M3,Başak Konutları,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,91,106.83
M3,Başakşehir-Metrokent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,96,45.13
M3,Onurkent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,20,0.0
M3,Şehir Hastanesi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,55,32.8
M3,Toplu Konutlar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,24,23.38
M3,Kayaşehir Merkez,Bakırköy Sahil to Kayaşehir Merkez,2024-09-05,23,217,240.0
M3,Kayaşehir Merkez,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,217,240.0
M3,Toplu Konutlar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,24,23.0
M3,Şehir Hastanesi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,55,46.74
M3,Onurkent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,20,34.26
M3,Başakşehir-Metrokent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,96,59.52
M3,Başak Konutları,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,91,3.23
M3,Siteler,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,15,0.0
M3,Turgut Özal,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,35,37.8
M3,İkitelli Sanayi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,42,47.28
M3,İSTOÇ,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,8,92.01
M3,Mahmutbey,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,277,116.56
M3,Yenimahalle,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,0,0.0
M3,Kirazlı-Bağcılar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,0,240.0
M3,Molla Gürani,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,38,240.0
M3,İlkyuva,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,47,202.0
M3,Haznedar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,51,163.36
M3,İncirli,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,189,129.22
M3,Özgürlük Meydanı,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,589,0.0
M3,Bakırköy Sahil,Kayaşehir Merkez to Bakırköy Sahil,2024-09-05,23,0,240.0
M3,Bakırköy Sahil,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,0,240.0
M3,Özgürlük Meydanı,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,10,240.0
M3,İncirli,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,10,230.0
M3,Haznedar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,1,222.2
M3,İlkyuva,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,1,225.12
M3,Molla Gürani,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,2,227.39
M3,Kirazlı-Bağcılar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,0,240.0
M3,Yenimahalle,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,0,240.0
M3,Mahmutbey,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,36,240.0
M3,İSTOÇ,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,0,204.0
M3,İkitelli Sanayi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,2,211.92
M3,Turgut Özal,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,0,222.56
M3,Siteler,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,0,226.39
M3,Başak Konutları,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,4,229.39
M3,Başakşehir-Metrokent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,1,227.72
M3,Onurkent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,0,229.42
M3,Şehir Hastanesi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,0,231.75
M3,Toplu Konutlar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,1,233.57
M3,Kayaşehir Merkez,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,0,1,240.0
M3,Kayaşehir Merkez,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,1,240.0
M3,Toplu Konutlar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,1,239.0
M3,Şehir Hastanesi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,0,238.22
M3,Onurkent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,0,238.61
M3,Başakşehir-Metrokent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,1,238.92
M3,Başak Konutları,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,4,238.16
M3,Siteler,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,0,234.56
M3,Turgut Özal,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,0,235.76
M3,İkitelli Sanayi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,2,236.69
M3,İSTOÇ,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,0,236.18
M3,Mahmutbey,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,36,237.02
M3,Yenimahalle,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,0,202.36
M3,Kirazlı-Bağcılar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,0,240.0
M3,Molla Gürani,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,2,240.0
M3,İlkyuva,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,1,238.0
M3,Haznedar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,1,237.44
M3,İncirli,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,10,237.0
M3,Özgürlük Meydanı,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,10,227.66
M3,Bakırköy Sahil,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,0,0,240.0
M3,Bakırköy Sahil,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,0,240.0
M3,Özgürlük Meydanı,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,7,240.0
M3,İncirli,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,7,233.0
M3,Haznedar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,4,227.54
M3,İlkyuva,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,50,226.28
M3,Molla Gürani,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,59,179.3
M3,Kirazlı-Bağcılar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,0,240.0
M3,Yenimahalle,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,0,240.0
M3,Mahmutbey,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,20,240.0
M3,İSTOÇ,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,0,220.0
M3,İkitelli Sanayi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,4,224.4
M3,Turgut Özal,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,5,227.42
M3,Siteler,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,13,225.19
M3,Başak Konutları,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,21,215.45
M3,Başakşehir-Metrokent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,12,199.85
M3,Onurkent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,12,196.68
M3,Şehir Hastanesi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,10,194.21
M3,Toplu Konutlar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,27,194.29
M3,Kayaşehir Merkez,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,5,6,240.0
M3,Kayaşehir Merkez,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,6,240.0
M3,Toplu Konutlar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,27,234.0
M3,Şehir Hastanesi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,10,208.32
M3,Onurkent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,12,205.29
M3,Başakşehir-Metrokent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,12,200.93
M3,Başak Konutları,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,21,197.52
M3,Siteler,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,13,185.87
M3,Turgut Özal,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,5,184.78
M3,İkitelli Sanayi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,4,191.93
M3,İSTOÇ,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,0,209.56
M3,Mahmutbey,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,20,216.26
M3,Yenimahalle,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,0,206.94
M3,Kirazlı-Bağcılar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,0,240.0
M3,Molla Gürani,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,59,240.0
M3,İlkyuva,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,50,181.0
M3,Haznedar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,4,143.98
M3,İncirli,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,7,161.1
M3,Özgürlük Meydanı,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,7,171.46
M3,Bakırköy Sahil,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,5,0,240.0
M3,Bakırköy Sahil,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,0,240.0
M3,Özgürlük Meydanı,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,149,240.0
M3,İncirli,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,155,91.0
M3,Haznedar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,52,0.0
M3,İlkyuva,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,445,0.8
M3,Molla Gürani,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,497,0.0
M3,Kirazlı-Bağcılar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,0,240.0
M3,Yenimahalle,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,0,240.0
M3,Mahmutbey,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,742,240.0
M3,İSTOÇ,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,10,0.0
M3,İkitelli Sanayi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,47,42.8
M3,Turgut Özal,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,40,84.54
M3,Siteler,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,33,78.74
M3,Başak Konutları,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,130,81.22
M3,Başakşehir-Metrokent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,113,0.0
M3,Onurkent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,68,0.0
M3,Şehir Hastanesi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,35,0.0
M3,Toplu Konutlar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,188,17.8
M3,Kayaşehir Merkez,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,6,125,240.0
M3,Kayaşehir Merkez,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,125,240.0
M3,Toplu Konutlar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,188,115.0
M3,Şehir Hastanesi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,35,0.0
M3,Onurkent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,68,17.8
M3,Başakşehir-Metrokent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,113,0.0
M3,Başak Konutları,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,130,0.0
M3,Siteler,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,33,0.0
M3,Turgut Özal,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,40,19.8
M3,İkitelli Sanayi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,47,28.24
M3,İSTOÇ,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,10,76.53
M3,Mahmutbey,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,742,102.5
M3,Yenimahalle,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,0,0.0
M3,Kirazlı-Bağcılar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,0,240.0
M3,Molla Gürani,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,497,240.0
M3,İlkyuva,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,445,0.0
M3,Haznedar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,52,0.0
M3,İncirli,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,155,0.8
M3,Özgürlük Meydanı,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,149,0.0
M3,Bakırköy Sahil,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,6,0,240.0
M3,Bakırköy Sahil,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,0,240.0
M3,Özgürlük Meydanı,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,420,240.0
M3,İncirli,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,532,0.0
M3,Haznedar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,184,0.0
M3,İlkyuva,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,995,0.0
M3,Molla Gürani,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,1225,0.0
M3,Kirazlı-Bağcılar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,0,240.0
M3,Yenimahalle,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,0,240.0
M3,Mahmutbey,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,2672,240.0
M3,İSTOÇ,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,69,0.0
M3,İkitelli Sanayi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,77,0.0
M3,Turgut Özal,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,86,31.0
M3,Siteler,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,85,0.0
M3,Başak Konutları,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,340,0.0
M3,Başakşehir-Metrokent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,438,0.0
M3,Onurkent,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,166,0.0
M3,Şehir Hastanesi,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,138,0.0
M3,Toplu Konutlar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,539,0.0
M3,Kayaşehir Merkez,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,7,360,240.0
M3,Kayaşehir Merkez,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,360,240.0
M3,Toplu Konutlar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,539,0.0
M3,Şehir Hastanesi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,138,0.0
M3,Onurkent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,166,0.0
M3,Başakşehir-Metrokent,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,438,0.0
M3,Başak Konutları,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,340,0.0
M3,Siteler,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,85,0.0
M3,Turgut Özal,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,86,0.0
M3,İkitelli Sanayi,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,77,0.0
M3,İSTOÇ,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,69,31.0
M3,Mahmutbey,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,2672,7.98
M3,Yenimahalle,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,0,0.0
M3,Kirazlı-Bağcılar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,0,240.0
M3,Molla Gürani,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,1225,240.0
M3,İlkyuva,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,995,0.0
M3,Haznedar,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,184,0.0
M3,İncirli,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,532,0.0
M3,Özgürlük Meydanı,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,420,0.0
M3,Bakırköy Sahil,Kayaşehir Merkez to Bakırköy Sahil,2024-09-06,7,0,240.0
M3,Bakırköy Sahil,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,8,0,240.0
M3,Özgürlük Meydanı,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,8,462,240.0
M3,İncirli,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,8,517,0.0
M3,Haznedar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,8,222,0.0
M3,İlkyuva,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,8,844,0.0
M3,Molla Gürani,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,8,940,0.0
M3,Kirazlı-Bağcılar,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,8,0,240.0
M3,Yenimahalle,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,8,0,240.0
M3,Mahmutbey,Bakırköy Sahil to Kayaşehir Merkez,2024-09-06,8,2468,240.0
